hhsex;age;educ;married;kids;lf;famstruct;race;OCCAT1;OCCAT2;income;wageinc;bussefarminc;intdivinc;kginc;ssretinc;transfothinc;norminc;knowl;logWealth
0;53;8;1;0;1;5;1;2;1;128604.824813326;36454.9109707065;15189.5462377944;0;0;0;0;128604.824813326;5;12.7880088967541
0;51;11;2;0;1;2;1;1;2;30379.0924755887;30379.0924755887;0;0;0;0;0;30379.0924755887;5;12.714395139078
0;80;8;2;0;0;3;1;3;4;6075.81849511775;0;10126.3641585296;507634.635267088;-1012636.41585296;28353.8196438828;0;613657.668006893;10;16.3815439430401
0;54;8;1;0;0;5;1;3;4;25315.910396324;6987.19126938541;0;0;0;19240.0919012062;0;25315.910396324;5;10.0051412062626
0;25;8;1;4;1;4;1;1;2;52657.0936243538;50631.8207926479;0;0;0;0;2430.3273980471;70884.5491097071;5;11.7597855429018
0;32;8;1;1;1;4;3;1;3;66834.0034462952;66834.0034462952;0;0;0;0;0;66834.0034462952;1;10.3734911817819
1;77;9;2;1;0;1;1;3;4;40505.4566341183;0;10126.3641585296;0;0;39492.8202182654;0;40505.4566341183;7;13.1703722840906
0;24;3;1;0;1;5;1;1;1;106326.823664561;86074.0953475015;20252.7283170592;0;0;0;0;106326.823664561;5;10.4688013615862
0;29;8;1;3;1;4;2;1;2;14176.9098219414;14176.9098219414;0;0;-1.01263641585296;0;0;8101.09132682367;7;10.0566377320298
0;73;8;1;0;0;5;1;3;4;34429.6381390006;8101.09132682367;0;0;0;26328.5468121769;0;34429.6381390006;10;12.00132141377
1;53;8;2;0;1;2;2;1;1;21265.3647329121;19240.0919012062;0;0;0;0;1822.74554853533;21265.3647329121;5;10.2381724785832
0;64;9;1;0;0;5;1;3;4;68859.2762780012;24303.273980471;0;0;0;44556.0022975302;0;68859.2762780012;6;12.3220763212865
1;76;2;2;0;0;3;3;3;4;9721.3095921884;0;0;0;0;9721.3095921884;0;9721.3095921884;10;12.7691111407431
0;32;13;2;0;1;2;5;4;4;83036.1860999426;83036.1860999426;0;0;506.318207926479;0;0;83036.1860999426;1;11.5607627943844
0;40;7;1;2;1;4;3;1;2;85061.4589316485;85061.4589316485;0;0;0;0;0;64808.7306145893;10;10.9920495053507
0;40;14;1;3;1;4;2;2;1;206577.828834003;40505.4566341183;166072.372199885;0;0;0;0;202527.283170592;8;12.0983203830359
1;18;6;2;1;1;1;2;1;2;11139.0005743825;0;0;0;0;0;10632.6823664561;5468.23664560598;7;4.60517018598809
0;85;5;2;0;1;3;1;1;3;28353.8196438828;15189.5462377944;0;0;0;13164.2734060885;0;28353.8196438828;10;5.99146454710798
1;63;12;2;0;0;3;1;3;4;49619.184376795;0;11442.7914991384;6096.07122343481;5063.18207926479;15189.5462377944;0;49619.184376795;8;13.8227840419308
0;46;12;1;2;1;4;1;1;1;355435.381964388;111390.005743825;243032.73980471;2025.27283170592;0;0;0;355435.381964388;7;13.9108207377686
0;47;9;1;1;1;4;1;1;2;234931.648477886;172148.190695003;0;172.148190695003;7392.2458357266;0;0;234931.648477886;5;13.0407193883638
0;62;11;1;0;0;5;2;3;4;153920.73520965;153920.73520965;0;0;0;0;0;182274.554853533;5;9.01796847932873
0;52;8;1;0;1;5;2;1;3;35442.2745548535;23290.637564618;0;0;0;0;9822.57323377369;35442.2745548535;4;9.17988116449147
0;71;11;1;0;1;5;1;1;1;89112.0045950603;32404.3653072947;0;10.1263641585296;0;56707.6392877657;0;89112.0045950603;7;12.5032098767527
1;67;6;2;0;0;3;2;3;4;24303.273980471;0;0;0;0;4253.07294658242;12657.955198162;24303.273980471;2;6.91770560983531
0;58;12;1;0;1;5;1;1;1;3554353.81964388;2227800.11487651;0;196451.464675474;668340.034462952;88099.3681792073;0;3554353.81964388;9;15.7140295637639
0;54;11;1;1;1;4;1;1;2;163034.462952326;141769.098219414;20252.7283170592;1012.63641585296;0;0;0;163034.462952326;8;14.531050146696
0;52;7;1;1;1;4;3;2;1;59745.5485353245;45568.6387133831;14176.9098219414;0;0;0;0;59745.5485353245;8;13.583578500617
1;54;8;2;0;0;2;2;3;4;19240.0919012062;0;0;0;0;0;18936.3009764503;19240.0919012062;9;6.59304453414244
0;32;11;1;1;1;4;3;2;1;75947.7311889719;0;75947.7311889719;0;0;0;0;75947.7311889719;7;12.1547793511426
0;52;8;1;0;1;5;3;1;2;60758.1849511775;60758.1849511775;0;0;0;0;0;60758.1849511775;5;10.29688007941
0;23;6;1;2;1;4;5;1;3;31391.7288914417;25315.910396324;0;0;0;0;5468.23664560598;31391.7288914417;6;8.58671925406485
0;68;8;1;0;0;5;5;3;4;7696.03676048248;0;0;0;0;0;6480.87306145893;7696.03676048248;6;7.33953769540768
0;75;9;1;0;0;5;1;3;4;78985.6404365307;0;25315.910396324;0;0;54682.3664560597;0;78985.6404365307;10;12.9611377289051
1;58;4;1;1;1;4;1;1;2;70884.5491097071;70884.5491097071;0;0;0;0;0;70884.5491097071;6;10.6501755000241
0;66;1;1;0;1;5;2;1;2;17214.8190695003;14176.9098219414;0;0;0;3240.43653072947;0;17214.8190695003;-1;11.1982147201305
0;61;11;1;0;1;5;1;4;4;190375.646180356;177211.372774268;0;0;0;9518.78230901781;3442.96381390006;190375.646180356;10;13.4192033876409
0;44;9;1;1;1;4;1;2;1;123541.642734061;131642.734060885;-1012.63641585296;0;0;0;-7088.45491097071;123541.642734061;7;14.1029425991608
0;65;5;1;0;1;5;1;2;3;64808.7306145893;0;60758.1849511775;0;0;0;0;64808.7306145893;5;12.1558840039469
0;61;8;1;0;1;5;1;1;3;205565.192418151;140756.461803561;-11139.0005743825;1113.90005743825;-202.527283170592;73922.4583572659;0;146832.280298679;6;12.9532344143964
0;66;8;1;0;0;5;1;3;4;62783.4577828834;32404.3653072947;0;0;0;35442.2745548535;0;62783.4577828834;5;12.0561214687667
1;23;5;2;2;1;1;3;1;2;6075.81849511775;1924.00919012062;0;0;0;0;2734.11832280299;6075.81849511775;7;11.7533586848214
0;66;8;1;0;0;5;1;3;4;109364.73291212;108352.096496266;0;0;0;0;0;109364.73291212;5;14.1691067674601
0;35;12;1;2;1;4;1;1;1;116453.18782309;116453.18782309;0;0;0;0;0;116453.18782309;6;11.9640010843304
0;64;12;1;0;1;5;1;2;1;288601.378518093;75947.7311889719;212653.647329121;0;0;0;0;288601.378518093;5;14.409610584923
1;83;12;2;0;0;3;1;3;4;229868.466398622;0;5468.23664560598;17265.4508902929;4759.3911545089;103288.914417002;0;229868.466398622;8;14.5461943420529
0;32;12;1;0;1;5;1;1;1;111390.005743825;111390.005743825;0;0;0;0;0;111390.005743825;8;11.9155197896534
0;32;8;1;3;1;4;2;4;4;25315.910396324;28353.8196438828;0;0;0;0;11240.2642159678;30379.0924755887;5;2.30258509299405
0;26;8;2;0;1;2;3;1;3;39492.8202182654;38480.1838024124;0;0;0;0;0;39492.8202182654;8;8.07090608878782
0;46;13;1;2;0;4;1;3;4;1083520.96496266;1012636.41585296;0;55695.0028719127;10126.3641585296;0;0;1083520.96496266;7;16.6054172055363
0;51;12;1;3;1;4;5;1;1;1265795.5198162;1124026.42159678;162021.826536473;7037.82309017806;90124.6410109133;0;0;1265795.5198162;7;15.8513397573887
0;48;8;1;0;1;5;1;2;3;103288.914417002;32404.3653072947;55695.0028719127;0;0;0;0;72909.821941413;10;12.7304460818414
0;53;13;1;0;1;5;2;1;1;151895.462377944;103288.914417002;0;0;0;51644.4572085009;0;151895.462377944;7;11.935902998163
0;41;9;1;1;1;4;1;1;3;62783.4577828834;62783.4577828834;0;0;0;0;0;62783.4577828834;5;9.13776967914135
0;71;3;1;0;0;5;1;3;4;16202.1826536473;0;0;0;0;16202.1826536473;0;16202.1826536473;10;12.6623892837958
0;68;12;1;0;1;5;1;2;2;75947.7311889719;0;79188.1677197013;2025.27283170592;-16202.1826536473;11139.0005743825;0;75947.7311889719;10;13.9690038789214
0;48;2;1;2;1;4;3;1;3;70884.5491097071;60758.1849511775;0;0;0;0;9620.0459506031;70884.5491097071;7;10.0816337379196
0;34;8;1;2;1;4;1;2;3;42530.7294658242;0;41518.0930499713;0;0;0;0;42530.7294658242;10;11.6977439019628
0;63;8;2;0;1;3;2;1;2;22278.0011487651;22278.0011487651;0;0;0;0;0;22278.0011487651;7;10.8036489024804
0;42;12;2;1;1;1;3;1;3;68859.2762780012;68859.2762780012;0;0;0;0;0;68859.2762780012;9;7.96206730875367
0;88;8;2;0;0;3;1;3;4;39492.8202182654;0;0;81.0109132682367;0;40505.4566341183;0;39492.8202182654;-1;12.8479265317026
0;81;11;1;0;1;5;1;2;1;5462160.82711086;344296.381390006;1113900.05743825;469863.296955773;708845.491097071;139743.825387708;0;5462160.82711086;10;17.9219039078042
0;55;9;1;0;1;5;1;1;3;64808.7306145893;64808.7306145893;0;0;0;0;0;64808.7306145893;8;13.019665979166
0;69;13;1;0;0;5;1;3;4;61770.8213670304;61770.8213670304;0;0;0;0;0;61770.8213670304;9;12.5299660999445
1;89;3;2;0;0;3;2;3;4;27341.1832280299;6987.19126938541;6683.40034462952;0;0;9113.72774267662;4354.33658816772;27341.1832280299;9;10.4261429280557
0;81;8;1;0;0;5;1;3;4;54682.3664560597;0;0;0;0;54682.3664560597;0;54682.3664560597;10;12.3327052964635
0;47;4;1;2;1;4;3;2;3;63796.0941987364;63796.0941987364;0;0;0;0;0;34429.6381390006;7;10.1039764132855
0;30;12;1;2;1;4;1;1;1;134680.643308443;130630.097645032;10126.3641585296;0;405.054566341183;0;0;134680.643308443;8;11.5383007713015
1;67;10;2;0;0;3;2;3;4;17214.8190695003;8101.09132682367;0;0;0;8101.09132682367;0;17214.8190695003;10;11.7288429711927
0;58;4;1;0;0;5;2;3;4;21265.3647329121;10126.3641585296;0;0;0;0;13670.5916140149;21265.3647329121;7;7.3132203870903
0;58;13;1;0;1;5;1;1;1;617708.213670305;91137.2774267662;418218.839747272;20456.2682366456;7898.56404365307;79998.2768523837;0;354422.745548535;9;15.9589240540631
0;55;10;1;1;1;4;1;1;1;91137.2774267662;60758.1849511775;0;0;0;30379.0924755887;0;91137.2774267662;10;13.2622122725207
0;27;9;1;0;1;5;1;1;3;70884.5491097071;70884.5491097071;0;0;0;0;0;86074.0953475015;8;8.23217423638394
0;52;8;1;3;0;4;1;3;4;70884.5491097071;70884.5491097071;0;0;0;0;0;70884.5491097071;10;9.61580548008435
0;28;12;1;0;1;5;1;1;1;136705.916140149;131642.734060885;5063.18207926479;0;0;0;0;136705.916140149;8;11.7158663089669
0;33;8;1;0;1;5;2;1;2;32404.3653072947;24303.273980471;0;0;0;0;1316.42734060885;32404.3653072947;10;9.38008314656328
0;51;7;1;2;1;4;1;1;3;76960.3676048248;76960.3676048248;0;0;0;0;0;70884.5491097071;7;12.3300144547244
0;64;11;2;0;1;3;1;1;3;120503.733486502;67846.6398621482;28353.8196438828;0;0;25315.910396324;0;101263.641585296;7;13.3785547827647
1;54;8;2;2;1;1;1;1;3;16202.1826536473;16202.1826536473;0;0;0;0;0;16202.1826536473;5;8.41405243249673
0;58;14;1;1;1;4;1;2;1;588341.757610569;95187.8230901781;491128.661688685;4253.07294658242;3544.22745548535;0;0;588341.757610569;6;15.1764614697455
0;21;9;2;0;0;2;1;4;4;19240.0919012062;6075.81849511775;0;0;0;0;10025.1005169443;19240.0919012062;4;9.29651806821724
0;62;12;1;1;0;4;1;3;4;48606.547960942;0;0;0;0;48606.547960942;0;48606.547960942;8;12.0844698237709
1;52;9;2;0;1;2;1;2;2;19240.0919012062;0;11139.0005743825;0;0;0;0;67846.6398621482;10;11.4064532204597
1;50;8;2;1;1;1;1;1;2;49619.184376795;40505.4566341183;0;0;0;0;8911.20045950603;49619.184376795;4;10.8135791091675
0;47;8;1;2;1;4;1;1;2;151895.462377944;151895.462377944;0;0;0;0;0;151895.462377944;8;14.2250606445087
0;64;12;1;0;1;5;1;2;1;4435347.50143596;607581.849511775;2653107.40953475;384801.838024124;101263.641585296;0;0;4435347.50143596;10;17.9151577032772
0;46;7;1;0;1;5;2;1;3;141769.098219414;141769.098219414;0;0;0;0;0;141769.098219414;7;12.7218858108072
0;53;13;1;3;1;4;1;2;2;5599879.37966686;0;3746754.73865594;864791.499138426;430370.476737507;0;76960.3676048248;5599879.37966686;10;17.5470585007783
0;49;12;1;2;1;4;1;1;2;145819.643882826;144807.007466973;0;0;0;0;0;165059.735784032;6;12.6523917476466
0;31;11;1;2;1;4;1;1;1;50631.8207926479;50631.8207926479;0;0;0;0;0;50631.8207926479;7;11.8436670268825
1;80;1;2;0;0;3;3;3;4;28353.8196438828;0;0;0;0;10126.3641585296;19240.0919012062;28353.8196438828;5;7.00306545878646
0;52;8;1;0;1;5;1;1;3;38480.1838024124;30379.0924755887;0;0;0;0;8708.67317633544;38480.1838024124;5;6.90775527898214
0;36;9;1;2;1;4;1;1;3;53669.7300402068;53669.7300402068;0;0;0;0;0;70884.5491097071;7;9.43747594455993
0;50;8;2;1;1;1;1;4;4;6379.60941987364;0;0;0;0;2531.5910396324;3848.01838024124;36454.9109707065;5;10.1735146897492
0;45;6;1;3;1;4;3;1;3;50631.8207926479;50631.8207926479;0;0;0;0;0;50631.8207926479;8;10.3022636724935
0;24;12;2;0;1;2;1;1;1;48606.547960942;48606.547960942;0;0;0;0;0;48606.547960942;7;10.5105320340427
0;82;10;1;0;0;5;1;3;4;1022762.78001149;253159.10396324;101263.641585296;180249.282021827;50631.8207926479;105314.187248708;11139.0005743825;1022762.78001149;10;16.4546393136001
0;52;8;1;2;1;4;1;1;3;141769.098219414;81010.9132682367;60758.1849511775;0;0;0;0;141769.098219414;8;12.902962812369
0;61;8;1;1;0;4;2;3;4;66834.0034462952;65821.3670304423;0;0;0;0;303.790924755887;66834.0034462952;10;11.0054276312969
1;44;12;2;1;1;1;5;1;2;369612.29178633;362523.836875359;0;455.686387133831;0;0;6177.08213670304;369612.29178633;9;12.8529140732136
1;42;13;2;1;1;1;1;1;1;65821.3670304423;65821.3670304423;0;0;0;0;0;65821.3670304423;7;10.5159668300286
0;41;8;1;2;1;4;1;1;2;60758.1849511775;60758.1849511775;0;0;0;0;0;60758.1849511775;6;7.69621263934641
0;50;4;1;2;1;4;5;1;3;58732.9121194716;40505.4566341183;0;0;0;18227.4554853533;0;58732.9121194716;8;11.9310435192017
0;54;10;1;0;1;5;1;1;3;136705.916140149;131642.734060885;0;5063.18207926479;0;0;0;136705.916140149;6;13.1792161889971
0;32;8;1;3;1;4;3;1;3;131642.734060885;131642.734060885;0;0;0;0;0;151895.462377944;5;11.9897867764704
1;59;9;2;0;0;3;1;3;4;7797.30040206778;445.560022975302;0;10126.3641585296;-3037.90924755887;0;0;7797.30040206778;7;14.052241382787
1;40;6;2;3;1;1;3;1;2;15189.5462377944;8101.09132682367;0;0;0;0;5873.29121194716;17214.8190695003;5;9.29007533999504
0;66;12;1;0;1;5;1;2;2;63796.0941987364;24303.273980471;35442.2745548535;0;0;4253.07294658242;0;177211.372774268;7;13.739708844548
0;35;10;1;1;1;4;1;1;1;166072.372199885;142781.734635267;0;0;23290.637564618;0;0;166072.372199885;7;12.1615981554283
0;77;14;1;0;0;5;1;3;4;337207.926479035;126579.55198162;106326.823664561;0;0;62783.4577828834;0;337207.926479035;10;14.0828623639428
0;52;8;1;2;1;4;1;1;2;73922.4583572659;73922.4583572659;0;20.2527283170592;0;0;0;73922.4583572659;5;13.3530305551286
0;80;13;1;1;0;4;1;3;4;68940.2871912694;0;0;0;0;58813.9230327398;11139.0005743825;68940.2871912694;8;13.0433201700639
0;59;8;1;1;1;4;1;2;3;176198.736358415;69871.9126938541;57720.2757036186;0;0;0;0;176198.736358415;10;15.0088267821017
0;53;8;1;0;1;5;1;2;1;20556519.241815;68859.2762780012;-1600978.17346353;231893.739230327;21771682.9408386;0;97213.095921884;6136576.68006893;10;17.8233708769646
0;70;2;1;0;0;5;3;3;4;11139.0005743825;0;0;0;0;0;10126.3641585296;11139.0005743825;4;4.9416424226093
0;52;9;2;0;1;2;2;1;3;15189.5462377944;810.109132682367;0;0;0;7088.45491097071;7493.50947731189;40505.4566341183;10;6.36302810354047
0;69;13;1;0;0;5;1;3;4;174679.781734635;0;0;506.318207926479;0;56201.3210798392;117465.824238943;56201.3210798392;8;13.2827954308903
0;59;11;1;0;0;5;1;3;4;43543.3658816772;0;405.054566341183;0;0;42530.7294658242;0;43543.3658816772;8;12.6216893843613
0;66;6;1;0;0;5;2;3;4;15189.5462377944;0;0;0;0;15189.5462377944;0;15189.5462377944;5;11.7376677376481
0;59;12;1;2;1;4;1;1;2;525558.299827685;156958.644457209;0;172148.190695003;195438.828259621;0;0;525558.299827685;8;15.3278647187449
0;57;9;1;0;0;5;1;3;4;111390.005743825;105314.187248708;0;0;0;6075.81849511775;0;91137.2774267662;8;13.2033920603829
1;74;9;2;1;0;1;1;3;4;12151.6369902355;0;0;0;0;10126.3641585296;718.9718552556;12151.6369902355;8;11.565423033928
0;31;12;1;1;1;4;1;1;1;289614.014933946;0;287588.74210224;1721.48190695003;0;0;0;289614.014933946;7;13.8966296092491
0;49;12;1;0;1;5;1;2;3;111390.005743825;40505.4566341183;40100.4020677771;759.477311889719;0;0;0;111390.005743825;9;12.7370831764553
1;39;8;2;0;1;2;2;1;3;42530.7294658242;42530.7294658242;0;0;0;0;0;42530.7294658242;6;9.63560810738053
1;31;12;2;0;1;2;2;1;1;95187.8230901781;93162.5502584721;0;0;0;2025.27283170592;0;95187.8230901781;8;10.1811192891344
1;77;9;2;0;0;3;2;3;4;21265.3647329121;0;0;0;0;21265.3647329121;0;21265.3647329121;5;10.6115233455898
0;42;9;1;2;1;4;1;1;1;130630.097645032;130630.097645032;0;10.1263641585296;0;0;0;130630.097645032;10;11.6518174638368
1;41;12;2;1;1;1;1;1;1;35442.2745548535;29366.4560597358;0;769.603676048248;0;0;4759.3911545089;35442.2745548535;10;11.8122149104637
0;47;8;1;2;1;4;1;1;2;97213.095921884;97213.095921884;0;0;0;0;0;91137.2774267662;10;12.3545357531678
1;43;9;2;1;1;1;2;2;3;36454.9109707065;0;28353.8196438828;0;0;0;3848.01838024124;36454.9109707065;8;10.5484943577681
0;58;14;1;0;1;5;1;2;1;296702.469844917;0;232906.37564618;0;0;0;0;296702.469844917;10;14.3010614497413
0;34;9;1;2;1;4;1;1;3;45568.6387133831;45568.6387133831;0;0;0;0;0;52657.0936243538;10;10.9595402267854
1;80;9;2;0;0;3;1;3;4;18227.4554853533;0;0;0;0;18227.4554853533;0;18227.4554853533;10;11.1049572266439
0;29;13;1;0;1;5;1;1;1;111390.005743825;106326.823664561;4556.86387133831;0;0;0;0;111390.005743825;9;11.5511841770873
0;46;13;1;3;1;4;3;2;1;720997.128087306;303790.924755887;600493.394600804;5397.35209649627;0;0;0;720997.128087306;1;14.0434426260103
1;60;12;2;0;1;3;3;1;1;45568.6387133831;45568.6387133831;0;0;0;0;0;45568.6387133831;6;11.1272629841582
0;75;10;1;0;0;5;3;3;4;20252.7283170592;0;0;0;0;17214.8190695003;2430.3273980471;21265.3647329121;2;1.6094379124341
0;55;8;1;0;1;5;1;1;3;95187.8230901781;65821.3670304423;0;0;0;12151.6369902355;17214.8190695003;95187.8230901781;8;12.0996004010197
0;60;12;1;0;0;5;5;3;4;77973.0040206778;67846.6398621482;0;0;0;9721.3095921884;0;77973.0040206778;8;13.2308589735576
0;43;12;1;0;1;5;1;1;1;192400.919012062;192400.919012062;0;0;0;0;0;182274.554853533;8;13.5753480014805
0;61;9;1;0;1;5;1;1;1;442522.113727743;137718.552556002;184299.827685238;120503.733486502;0;0;0;327081.562320505;10;14.1111608000652
1;81;8;2;0;0;3;1;3;4;51644.4572085009;0;24303.273980471;0;0;27341.1832280299;0;51644.4572085009;5;12.4807834537008
1;69;11;2;0;0;3;1;3;4;707832.854681218;0;545811.028144745;128503.56117174;2227.80011487651;30379.0924755887;0;707832.854681218;10;16.9140250261613
1;43;12;1;3;1;4;1;1;1;91137.2774267662;50631.8207926479;0;0;0;0;40505.4566341183;91137.2774267662;5;13.2356920627113
0;34;9;2;0;0;2;1;3;4;12151.6369902355;0;0;0;0;0;10126.3641585296;12151.6369902355;2;3.91202300542815
0;57;13;1;1;1;4;1;1;1;602518.66743251;587329.121194716;0;12455.4279149914;0;0;0;602518.66743251;8;15.2142274390827
0;45;12;1;3;1;4;1;1;1;354422.745548535;354422.745548535;0;151.895462377944;0;0;0;227843.193566916;8;13.9288392432713
0;46;10;1;3;1;4;1;2;2;126579.55198162;101263.641585296;25315.910396324;0;0;0;0;126579.55198162;7;13.6300239978272
0;37;9;2;0;1;2;2;1;3;45568.6387133831;45568.6387133831;0;0;0;0;0;45568.6387133831;10;12.5630475444779
0;62;8;1;0;0;5;1;3;4;147844.916714532;83036.1860999426;-536.697300402068;3037.90924755887;0;61770.8213670304;0;147844.916714532;8;13.7918836273331
1;78;9;2;0;1;3;1;2;1;14176.9098219414;0;2531.5910396324;0;0;11139.0005743825;283.538196438828;23290.637564618;8;10.9692322375786
0;81;14;1;0;0;5;1;3;4;39897.8747846066;0;0;0;9822.57323377369;34834.6927053418;0;10531.4187248708;6;14.2357985949641
0;68;14;1;0;1;5;1;1;1;306828.834003446;136705.916140149;17214.8190695003;17022.4181504882;13164.2734060885;117465.824238943;5772.02757036186;238982.194141298;9;15.0697866667995
0;55;8;2;0;1;3;1;2;1;70884.5491097071;0;70884.5491097071;0;0;0;0;70884.5491097071;8;13.1542495662667
0;54;12;1;2;1;4;1;1;3;46581.2751292361;32404.3653072947;0;0;0;12151.6369902355;2480.95921883975;46581.2751292361;4;9.50755189464409
0;83;12;1;0;1;5;1;2;1;2650069.50028719;1215163.69902355;810109.132682367;544798.391728892;91137.2774267662;146832.280298679;0;2650069.50028719;9;17.2138371562014
0;56;12;1;0;1;5;1;1;2;172148.190695003;99238.3687535899;0;0;0;72909.821941413;0;172148.190695003;7;11.9388465816458
1;81;8;2;0;0;3;1;3;4;27341.1832280299;0;0;0;0;27341.1832280299;0;27341.1832280299;10;9.02881849535279
1;64;9;2;0;0;3;1;3;4;13164.2734060885;0;0;0;0;13164.2734060885;0;13164.2734060885;10;8.99218436217301
0;78;13;2;0;0;3;1;3;4;4291553.13038484;0;-101263.641585296;1316427.34060885;3037909.24755887;37467.5473865595;0;4291553.13038484;10;17.7917770410089
0;48;12;2;0;1;2;1;1;1;101263.641585296;91137.2774267662;0;0;10126.3641585296;0;0;101263.641585296;8;11.9810523342031
0;59;9;1;0;0;5;1;3;4;54682.3664560597;29366.4560597358;0;0;0;25315.910396324;0;54682.3664560597;6;8.82834762005316
0;60;4;2;0;0;3;1;3;4;15189.5462377944;0;0;0;0;12151.6369902355;2734.11832280299;15189.5462377944;3;8.08641027532378
0;75;13;1;0;0;5;5;3;4;2089372.71682941;0;7088.45491097071;1017699.59793222;1012636.41585296;52960.8845491097;0;2089372.71682941;8;17.0680609754216
1;69;12;2;0;0;3;1;3;4;34429.6381390006;0;0;0;0;34429.6381390006;0;34429.6381390006;7;11.2080294117838
0;62;12;1;0;1;5;1;1;2;91137.2774267662;57720.2757036186;6815.04307869041;3321.4474439977;0;23290.637564618;0;91137.2774267662;8;14.3858119085254
1;36;14;2;0;1;2;3;1;1;43543.3658816772;43543.3658816772;0;0;0;0;0;43543.3658816772;4;11.2384886192685
1;71;8;2;1;0;1;1;3;4;22278.0011487651;0;0;0;0;22278.0011487651;0;39492.8202182654;7;8.16080392095467
0;38;4;1;4;1;4;3;1;2;40505.4566341183;40505.4566341183;0;0;0;0;0;40505.4566341183;9;11.4355151229136
0;35;-1;1;3;1;4;3;1;3;27341.1832280299;25315.910396324;0;0;0;0;1215.16369902355;27341.1832280299;10;9.55393007636626
0;27;12;1;2;1;4;1;1;2;30379.0924755887;30379.0924755887;0;70.8845491097071;0;0;0;60758.1849511775;5;11.0974100210086
0;53;14;1;2;1;4;2;2;1;621758.759333716;546823.664560597;56707.6392877657;14551.585295807;3037.90924755887;0;0;621758.759333716;9;15.7299300399282
0;38;9;2;1;1;1;3;1;3;114427.914991384;114427.914991384;0;0;0;0;0;126579.55198162;10;12.0648546436146
0;55;13;1;0;1;5;1;2;1;30379.0924755887;0;30379.0924755887;0;0;0;0;1012636.41585296;8;16.3586074964336
1;78;12;2;0;0;3;2;3;4;15189.5462377944;0;0;0;0;15189.5462377944;0;15189.5462377944;5;10.5479695611148
0;82;9;2;0;0;3;1;3;4;26936.1286616887;0;0;5123.94026421597;0;21872.9465824239;0;26936.1286616887;8;13.5231508959614
0;26;12;1;1;1;4;1;1;1;64808.7306145893;63796.0941987364;0;202.527283170592;0;0;0;64808.7306145893;10;10.9759269669002
0;43;10;1;2;0;4;1;3;4;53669.7300402068;53669.7300402068;0;0;0;0;0;53669.7300402068;3;9.88430473311935
0;28;12;1;2;1;4;3;2;1;91137.2774267662;75947.7311889719;15189.5462377944;0;0;0;0;91137.2774267662;8;11.2450460198146
0;61;9;1;0;0;5;1;3;4;77973.0040206778;0;7088.45491097071;0;0;54682.3664560597;0;77973.0040206778;9;13.7011092976543
0;46;10;2;0;1;2;1;1;3;52657.0936243538;48606.547960942;0;0;0;4050.54566341183;0;60758.1849511775;3;11.7503663209853
0;46;12;1;3;1;4;1;4;4;246070.649052269;246070.649052269;0;0;2329.0637564618;0;0;246070.649052269;7;13.5755895489108
0;65;9;2;0;0;3;2;3;4;14176.9098219414;0;2025.27283170592;0;0;13164.2734060885;0;14176.9098219414;10;13.0219240660656
0;49;13;1;2;1;4;1;1;1;597455.485353245;587329.121194716;0;10632.6823664561;0;0;0;506318.207926479;9;14.6257738851929
0;32;9;1;1;1;4;1;1;3;21265.3647329121;12151.6369902355;0;0;0;9113.72774267662;0;21265.3647329121;4;5.29831736654804
0;76;14;2;0;0;3;1;3;4;192400.919012062;0;0;29366.4560597358;101263.641585296;60758.1849511775;0;192400.919012062;9;14.7205380975597
0;30;12;1;0;1;5;1;1;1;205565.192418151;205565.192418151;0;0;0;0;0;205565.192418151;10;13.8186057628716
0;41;2;1;2;1;4;3;1;2;19240.0919012062;0;16202.1826536473;0;0;0;0;19240.0919012062;2;7.3132203870903
0;54;8;1;2;1;4;1;1;3;101263.641585296;81010.9132682367;0;0;20252.7283170592;0;0;81010.9132682367;5;12.9215193335849
1;59;12;2;0;0;3;1;3;4;43543.3658816772;0;0;1083.52096496266;0;23290.637564618;19240.0919012062;73922.4583572659;8;13.633388981173
0;33;10;1;2;1;4;1;2;1;356448.018380241;170122.917863297;184299.827685238;0;0;0;0;356448.018380241;10;13.2709557814542
0;65;9;1;0;1;5;3;2;1;20252.7283170592;0;11139.0005743825;0;0;4860.6547960942;0;22278.0011487651;3;8.90923527919226
0;80;12;1;0;0;5;1;3;4;67036.5307294658;0;0;0;-1.01263641585296;65011.2578977599;0;67036.5307294658;9;12.5172270741671
1;89;8;2;0;0;3;1;3;4;265310.740953475;151895.462377944;0;0;0;103288.914417002;0;265310.740953475;10;14.7561426212246
1;77;9;2;0;0;3;1;3;4;95187.8230901781;0;79998.2768523837;2521.46467547387;-1924.00919012062;15189.5462377944;0;95187.8230901781;7;15.0265582759622
0;50;14;1;2;1;4;1;1;1;141769.098219414;141769.098219414;0;0;0;0;0;121516.369902355;10;12.8212582846204
0;69;9;1;0;0;5;1;3;4;3058161.97587593;0;0;2444099.2533027;1012636.41585296;31391.7288914417;0;3058161.97587593;10;18.0630195995921
0;41;13;1;1;1;4;1;1;2;232906.37564618;232906.37564618;0;0;0;0;0;232906.37564618;10;11.7231863904534
0;59;12;1;1;1;4;1;1;1;1569586.44457209;1316427.34060885;0;0;253159.10396324;0;0;1569586.44457209;9;15.8613953161153
0;46;2;1;0;1;5;3;1;2;12151.6369902355;12151.6369902355;0;0;0;0;0;12151.6369902355;5;7.00306545878646
