hhsex;age;educ;married;kids;lf;famstruct;race;OCCAT1;OCCAT2;income;wageinc;bussefarminc;intdivinc;kginc;ssretinc;transfothinc;norminc;knowl;logWealth
0;25;9;1;0;1;5;1;1;3;45568.6387133831;42530.7294658242;0;0;0;0;2531.5910396324;45568.6387133831;6;9.63036563141568
0;39;9;1;2;1;4;1;1;1;178224.009190121;171135.55427915;6885.92762780012;10.1263641585296;0;0;303.790924755887;178224.009190121;9;12.2064725655515
0;61;12;1;1;1;4;1;2;1;822260.769672602;0;810109.132682367;2734.11832280299;10126.3641585296;0;0;822260.769672602;7;15.3478730227181
0;53;12;1;1;1;4;1;1;1;60758.1849511775;60758.1849511775;0;0;0;0;7696.03676048248;82023.5496840896;7;12.8731068302329
0;36;13;1;2;1;4;3;1;2;161009.19012062;141769.098219414;5468.23664560598;192.400919012062;0;0;4253.07294658242;161009.19012062;9;12.5429019612482
1;70;8;2;0;1;3;1;1;1;38480.1838024124;25315.910396324;0;0;0;13164.2734060885;0;38480.1838024124;8;9.19013766465866
1;31;10;2;1;1;1;1;1;2;1113.90005743825;1215.16369902355;0;0;0;0;0;16202.1826536473;7;11.2911559692092
0;70;8;2;0;0;3;1;3;4;20252.7283170592;0;2025.27283170592;0;0;17214.8190695003;0;20252.7283170592;8;12.5360955584715
0;70;14;1;0;0;5;1;3;4;58732.9121194716;0;0;8404.88225157955;0;45568.6387133831;0;58732.9121194716;10;15.7159749441005
0;68;12;1;0;1;5;1;2;1;2318937.39230327;607581.849511775;1154405.51407237;239994.830557151;162021.826536473;7594.77311889719;141769.098219414;2318937.39230327;10;17.6930663345102
0;50;14;1;3;1;4;1;2;1;3007530.15508329;8101.09132682367;1822745.54853533;60758.1849511775;24303.273980471;0;0;3007530.15508329;5;16.5085080331069
0;86;9;2;0;0;3;1;3;4;128604.824813326;0;0;202.527283170592;0;128604.824813326;0;128604.824813326;10;14.1764663260865
0;27;12;1;2;1;4;1;1;2;70884.5491097071;70884.5491097071;0;0;0;0;0;70884.5491097071;7;10.768695494181
0;89;8;1;0;0;5;1;3;4;35442.2745548535;0;0;4506.23205054566;0;30379.0924755887;0;35442.2745548535;3;13.1183553560068
1;43;12;2;1;1;1;1;1;1;69871.9126938541;61770.8213670304;0;0;0;7898.56404365307;0;69871.9126938541;7;11.4998402254216
0;58;14;1;1;1;4;1;1;1;184299.827685238;184299.827685238;0;0;0;0;0;184299.827685238;9;13.5274284054912
0;32;12;1;0;1;5;3;1;1;121516.369902355;121516.369902355;0;0;0;0;0;151895.462377944;6;11.0087443839229
0;63;12;1;0;1;5;1;2;1;332144.74439977;121516.369902355;207590.465249856;3544.22745548535;0;0;0;332144.74439977;7;16.2790233150646
0;61;8;1;0;1;5;1;2;1;1610091.9012062;175186.099942562;1427817.34635267;739.22458357266;0;0;0;1610091.9012062;10;16.1623039056226
0;43;8;1;0;1;5;2;1;3;35442.2745548535;34429.6381390006;0;0;0;0;0;35442.2745548535;5;9.23014299927236
1;44;12;2;0;1;2;1;4;4;41518.0930499713;41518.0930499713;0;0;0;0;0;44556.0022975302;-1;12.2184951655287
0;44;8;1;0;1;5;1;4;4;35442.2745548535;20252.7283170592;0;0;0;11139.0005743825;4556.86387133831;50631.8207926479;6;8.50106380948635
0;33;14;2;0;1;2;1;1;1;150882.825962091;149870.189546238;0;810.109132682367;0;0;0;150882.825962091;8;12.9226921822753
0;67;9;1;0;0;5;1;3;4;455686.387133831;232906.37564618;101263.641585296;2227.80011487651;0;41518.0930499713;0;455686.387133831;8;14.8096138202065
0;54;14;1;1;1;4;1;1;1;455686.387133831;222780.011487651;232906.37564618;0;0;0;0;455686.387133831;9;14.523546351018
1;42;12;2;2;0;1;2;4;4;27341.1832280299;0;0;0;0;0;25315.910396324;65821.3670304423;8;11.3753860509482
0;39;8;2;2;1;1;1;1;2;25315.910396324;18227.4554853533;0;0;0;0;5265.70936243538;50631.8207926479;6;10.5400643816077
0;63;12;2;0;1;3;3;1;2;68859.2762780012;68859.2762780012;0;0;0;0;0;68859.2762780012;10;11.8070865035197
1;40;8;2;0;1;2;2;1;3;54682.3664560597;50631.8207926479;0;0;0;3645.49109707065;0;54682.3664560597;6;8.85366542803745
0;56;12;2;0;1;3;1;2;2;66023.8943136129;0;74935.0947731189;405.054566341183;0;1215.16369902355;0;66023.8943136129;8;14.1277632843503
1;54;9;2;0;0;2;1;3;4;25315.910396324;0;0;0;0;12151.6369902355;14379.437105112;25315.910396324;5;7.50659178007084
0;63;8;1;0;0;5;1;3;4;54682.3664560597;29366.4560597358;0;0;0;24303.273980471;0;54682.3664560597;6;11.7621265506037
0;58;10;1;0;1;5;1;2;2;66834.0034462952;54682.3664560597;12151.6369902355;0;0;0;0;66834.0034462952;9;13.7669503673489
0;38;11;1;2;1;4;2;1;1;184299.827685238;182274.554853533;0;0;0;0;2430.3273980471;184299.827685238;10;11.9777280924239
1;76;12;2;1;0;1;2;3;4;59745.5485353245;0;0;0;0;47593.911545089;0;59745.5485353245;10;13.5384386646245
0;52;10;1;1;1;4;1;1;3;99238.3687535899;96200.459506031;0;0;0;0;3037.90924755887;99238.3687535899;7;11.0348896640272
0;75;8;1;0;0;5;1;3;4;152908.098793797;46581.2751292361;0;0;0;107339.460080414;0;152908.098793797;8;13.2270836881747
0;24;9;1;1;1;4;1;1;2;31391.7288914417;32404.3653072947;0;0;0;0;0;31391.7288914417;4;9.41328121597287
1;62;8;2;0;1;3;2;1;2;41518.0930499713;41518.0930499713;0;0;0;0;0;48606.547960942;5;10.5477070594727
0;62;9;1;1;1;4;3;1;3;42530.7294658242;42530.7294658242;0;0;0;0;0;50631.8207926479;5;9.98966524877718
1;48;8;2;2;1;1;2;1;1;58732.9121194716;56707.6392877657;0;0;4961.9184376795;0;0;58732.9121194716;7;13.7609487699716
1;62;3;2;1;1;1;5;2;2;12151.6369902355;0;12151.6369902355;0;0;0;0;12151.6369902355;3;3.68887945411394
0;76;8;1;0;1;5;1;2;1;29366.4560597358;0;3442.96381390006;40.5054566341183;0;26328.5468121769;0;29366.4560597358;10;11.6172854802945
1;53;12;2;0;1;2;1;1;1;63796.0941987364;40505.4566341183;0;0;0;0;25315.910396324;58732.9121194716;7;11.9531140091368
0;79;8;2;0;0;3;1;3;4;52657.0936243538;0;0;14176.9098219414;24303.273980471;14176.9098219414;0;52657.0936243538;7;13.9371085297118
0;47;12;1;2;1;4;1;1;1;91137.2774267662;91137.2774267662;0;0;0;0;0;91137.2774267662;8;12.6491546172096
1;56;9;2;2;1;1;1;1;2;79998.2768523837;79998.2768523837;0;0;0;0;0;79998.2768523837;9;9.71715797434464
0;49;9;1;1;1;4;1;1;2;85061.4589316485;85061.4589316485;0;0;0;0;0;42530.7294658242;8;10.8590182281479
0;62;8;1;0;1;5;1;1;3;159996.553704767;151895.462377944;8101.09132682367;0;0;0;0;159996.553704767;9;11.7729793703045
0;67;13;1;0;1;5;1;2;1;2531591.0396324;471888.569787479;759477.311889719;234931.648477886;607581.849511775;0;101263.641585296;1903756.46180356;8;16.8412141700143
0;23;6;1;0;1;5;1;1;2;15189.5462377944;13164.2734060885;0;0;0;0;2430.3273980471;24303.273980471;10;8.38935981990635
0;60;12;1;0;1;5;1;2;2;428345.203905801;148857.553130385;184299.827685238;14784.4916714532;6582.13670304423;0;0;428345.203905801;5;14.3961047522849
0;56;12;1;1;1;4;1;1;1;51644.4572085009;47593.911545089;1316.42734060885;921.499138426192;0;2227.80011487651;0;51644.4572085009;3;13.7986695407683
0;62;7;1;0;1;5;1;2;1;814159.678345778;103288.914417002;672390.580126364;2430.3273980471;0;27341.1832280299;9620.0459506031;814159.678345778;8;16.0588656811625
1;35;12;2;2;1;1;1;1;1;94175.1866743251;94175.1866743251;0;0;0;0;0;94175.1866743251;7;12.0266468918482
0;74;12;1;0;0;5;1;3;4;125060.59735784;0;0;0;0;125060.59735784;0;125060.59735784;5;13.8059651451207
0;83;14;1;0;1;5;1;1;1;1701229.17863297;607581.849511775;44556.0022975302;663276.852383688;121516.369902355;253159.10396324;0;1701229.17863297;9;17.2652441032865
0;64;14;1;0;1;5;1;2;1;6065692.13095922;522520.390580126;5468235.63296956;193919.873635842;1012636.41585296;50631.8207926479;0;6065692.13095922;9;18.9486643244837
0;50;11;1;0;1;5;1;2;1;957954.049396898;131642.734060885;693655.944859276;5265.70936243538;126579.55198162;0;0;957954.049396898;8;16.7828947960028
0;42;8;2;0;1;2;1;1;3;16202.1826536473;16202.1826536473;0;0;-24303.273980471;0;23290.637564618;64808.7306145893;5;11.8160624919769
1;51;9;2;2;1;1;1;2;1;29366.4560597358;0;22278.0011487651;0;0;8911.20045950603;0;29366.4560597358;9;12.968979070505
0;38;13;1;2;1;4;1;2;1;1650597.35784032;55695.0028719127;1549333.71625503;11139.0005743825;0;0;0;1650597.35784032;8;16.9601799442926
0;57;14;1;0;1;5;1;2;1;931625.502584722;506318.207926479;75947.7311889719;146832.280298679;202527.283170592;0;0;2511338.31131534;6;16.4529522975021
0;30;12;1;2;1;4;1;1;1;178224.009190121;178224.009190121;0;0;0;0;0;178224.009190121;8;12.3239890056318
0;75;12;1;0;0;5;2;3;4;49619.184376795;0;0;0;0;44556.0022975302;4860.6547960942;49619.184376795;5;10.4072885613652
0;61;13;1;0;0;5;1;3;4;4141682.9408386;0;4050545.66341183;60758.1849511775;-3037.90924755887;65821.3670304423;0;4141682.9408386;9;17.6235787259725
1;64;9;2;0;1;3;1;1;2;56707.6392877657;56707.6392877657;0;50.6318207926479;0;0;0;56707.6392877657;8;9.86266555801587
1;57;9;2;5;1;1;1;1;2;150882.825962091;108352.096496266;0;0;0;26328.5468121769;17316.0827110856;108352.096496266;10;11.585432155757
0;76;12;1;0;1;5;1;2;1;9295597.24296381;105314.187248708;253159.10396324;4669266.51349799;2835381.96438828;64403.6760482481;0;9295597.24296381;10;19.0073590170374
0;82;8;1;0;0;5;1;3;4;65821.3670304423;0;0;5468.23664560598;0;60758.1849511775;0;65821.3670304423;8;12.1479137313566
0;58;6;1;0;1;5;1;4;4;16202.1826536473;0;1215.16369902355;0;0;1215.16369902355;13164.2734060885;60758.1849511775;10;10.3290820319395
0;91;13;1;0;0;5;1;3;4;329613.153360138;0;16202.1826536473;214678.920160827;921.499138426192;97719.4141298104;0;322524.698449167;9;16.2131685298817
0;48;12;1;0;1;5;5;1;1;76960.3676048248;0;0;2531.5910396324;50631.8207926479;24303.273980471;0;111390.005743825;7;13.3381197102845
0;65;9;1;0;1;5;3;2;1;296702.469844917;97213.095921884;130630.097645032;68049.1671453188;0;0;0;542773.118897186;10;15.0474875586998
0;83;12;1;0;0;5;1;3;4;42530.7294658242;0;0;637.960941987364;0;42530.7294658242;0;42530.7294658242;9;13.8234787276135
1;37;12;2;2;1;1;2;1;1;75947.7311889719;75947.7311889719;0;0;0;0;0;75947.7311889719;9;11.6235719850573
0;51;13;1;3;1;4;1;1;3;202527.283170592;156958.644457209;0;0;0;45568.6387133831;0;202527.283170592;8;12.5279749688676
0;35;5;1;7;1;4;1;2;3;91137.2774267662;0;77973.0040206778;0;0;0;0;91137.2774267662;8;13.2158537204917
0;44;8;1;1;1;4;1;1;2;63796.0941987364;63796.0941987364;0;0;0;0;0;70884.5491097071;6;9.76422548520262
0;37;13;1;0;1;5;5;1;1;124554.279149914;121516.369902355;3037.90924755887;172.148190695003;0;0;0;124554.279149914;6;12.1934938633233
0;42;13;1;1;1;4;5;1;1;233919.012062033;221767.375071798;-3544.22745548535;3058.16197587593;13164.2734060885;0;0;233919.012062033;10;14.2041014268594
1;48;10;2;0;1;2;1;1;2;38480.1838024124;38480.1838024124;0;0;0;0;0;38480.1838024124;4;9.87302834505142
0;57;14;2;1;1;1;1;1;1;133668.006892591;133668.006892591;0;0;0;0;0;133668.006892591;5;13.3962000430341
1;50;6;2;3;1;1;2;1;1;11139.0005743825;6075.81849511775;0;0;0;0;5164.44572085009;17214.8190695003;10;8.61250337122056
0;52;10;1;1;1;4;1;1;3;121516.369902355;121516.369902355;0;0;0;0;0;109364.73291212;9;13.5264942624994
0;55;12;1;1;1;4;1;1;1;235944.284893739;235944.284893739;0;0;0;0;0;235944.284893739;10;14.2418365567398
0;58;12;1;0;1;5;1;1;3;330119.471568064;329106.835152211;0;455.686387133831;0;0;0;330119.471568064;8;14.1092244026478
0;84;13;1;0;0;5;1;3;4;111390.005743825;0;0;4810.02297530155;0;106326.823664561;0;111390.005743825;7;14.4030194065012
1;41;8;2;2;1;1;2;4;4;41518.0930499713;35442.2745548535;0;0;0;0;6075.81849511775;41518.0930499713;7;8.36637030168165
0;41;13;1;0;1;5;2;2;1;98225.7323377369;23290.637564618;32404.3653072947;0;0;0;0;24303.273980471;9;12.7715881387861
0;73;12;1;0;0;5;1;3;4;75441.4129810454;0;0;101.263641585296;0;75441.4129810454;0;75441.4129810454;8;14.3684469454306
0;64;9;1;0;1;5;2;1;1;72909.821941413;37467.5473865595;0;0;0;35442.2745548535;0;72909.821941413;5;10.9295291483694
0;24;8;1;1;1;4;3;1;2;70884.5491097071;70884.5491097071;0;0;0;0;0;70884.5491097071;9;9.81192035901064
0;60;12;1;3;1;4;2;1;1;169110.281447444;169110.281447444;0;0;0;0;0;169110.281447444;10;13.5429141229305
0;62;8;1;0;0;5;1;3;4;42226.9385410684;0;0;0;0;42226.9385410684;0;42226.9385410684;8;11.9002266024507
0;68;12;1;1;1;4;1;2;1;9184612.29178633;1478449.16714532;9113727.74267662;33518.2653647329;0;0;451635.841470419;9184612.29178633;10;18.7409778658907
0;27;12;2;0;1;2;5;1;1;29366.4560597358;30379.0924755887;0;40.5054566341183;0;0;0;29366.4560597358;7;11.6902428551149
1;47;9;2;0;1;2;2;1;2;40505.4566341183;40505.4566341183;0;0;0;0;0;40505.4566341183;10;10.7934343090707
1;65;8;2;0;0;3;1;3;4;25315.910396324;0;0;0;0;25315.910396324;0;25315.910396324;-1;7.24422751560335
0;54;9;1;3;1;4;1;1;1;202527.283170592;202527.283170592;0;0;0;0;0;202527.283170592;8;13.2991697535102
0;35;8;1;1;1;4;1;2;3;10521292.3607122;286576.105686387;8153748.42044802;374675.473865595;-3037.90924755887;0;159996.553704767;10521292.3607122;7;17.3041722695729
0;66;-1;1;3;1;4;3;1;2;20252.7283170592;20252.7283170592;0;0;0;0;0;25315.910396324;5;12.1095672517421
0;50;8;1;0;0;5;1;3;4;36454.9109707065;26328.5468121769;0;0;0;0;10025.1005169443;18227.4554853533;10;11.0365012679216
0;34;9;1;0;1;5;2;1;2;43543.3658816772;43543.3658816772;0;0;0;0;0;43543.3658816772;9;9.74975345259409
1;68;8;2;0;1;3;3;2;2;15189.5462377944;0;7392.2458357266;0;0;6987.19126938541;0;15189.5462377944;-1;7.49554194388426
1;48;12;2;0;1;2;1;1;2;112402.642159678;112402.642159678;0;0;0;0;0;140756.461803561;6;12.6934249131105
0;55;7;1;0;1;5;1;1;2;33417.0017231476;30379.0924755887;0;60.7581849511775;0;0;2997.40379092476;40505.4566341183;5;10.0123419574482
0;43;10;1;1;1;4;1;1;3;111390.005743825;111390.005743825;0;0;0;0;0;111390.005743825;8;11.3445068133453
0;62;8;1;1;1;4;3;2;3;374675.473865595;0;326068.925904653;91.1372774267662;0;48606.547960942;0;283538.196438828;10;12.9369971904242
0;82;12;2;0;0;3;1;3;4;613657.668006893;0;151895.462377944;30379.0924755887;303790.924755887;88099.3681792073;0;283538.196438828;10;16.1900488031542
0;31;8;2;1;1;1;1;1;3;18227.4554853533;14176.9098219414;0;0;0;0;3949.28202182654;18227.4554853533;8;10.3255147489433
0;60;9;1;3;1;4;3;1;3;93162.5502584721;93162.5502584721;0;5.06318207926479;0;0;0;73922.4583572659;7;13.2345485520093
1;76;5;2;0;0;3;2;3;4;33417.0017231476;0;0;5873.29121194716;3645.49109707065;24303.273980471;0;33417.0017231476;-1;12.3846371534464
0;59;9;1;0;0;5;3;3;4;28353.8196438828;0;0;0;0;25315.910396324;2329.0637564618;28353.8196438828;10;8.10772006191053
0;52;13;1;0;1;5;1;1;1;4840402.06777714;278475.014359564;3037909.24755887;759477.311889719;759477.311889719;0;0;4840402.06777714;9;18.4312843267366
1;33;8;2;3;1;1;1;1;1;32404.3653072947;28353.8196438828;0;0;0;0;3645.49109707065;32404.3653072947;10;10.3905326476367
0;61;9;2;0;1;3;2;1;1;36454.9109707065;36454.9109707065;0;0;0;0;0;36454.9109707065;10;12.5556726207969
1;54;8;2;0;1;2;1;1;2;48606.547960942;48606.547960942;0;10.1263641585296;0;0;0;48606.547960942;2;11.8504685565929
0;61;8;1;1;1;4;1;1;1;352397.472716829;344296.381390006;7898.56404365307;10.1263641585296;0;0;0;253159.10396324;8;15.0227380600107
0;68;12;1;0;1;5;1;2;1;6787803.15910396;25315.910396324;5154319.35669156;747325.674899483;-4860.6547960942;24404.5376220563;22278.0011487651;1906895.6346927;10;18.6685254931859
0;63;14;2;0;0;3;1;3;4;136705.916140149;0;0;2035.39919586445;0;133668.006892591;0;136705.916140149;8;13.1062339954744
0;84;8;1;0;0;5;1;3;4;37467.5473865595;0;0;0;0;36454.9109707065;0;37467.5473865595;10;13.1640426043958
0;65;14;1;0;1;5;1;2;1;202527.283170592;0;202527.283170592;0;0;0;0;506318.207926479;8;16.1041082822224
0;47;8;2;0;1;2;1;1;1;52657.0936243538;52657.0936243538;0;0;0;0;0;52657.0936243538;8;11.4300871866612
1;62;14;2;1;0;1;2;3;4;44556.0022975302;0;0;0;0;42530.7294658242;0;44556.0022975302;7;10.9574510895354
0;56;13;1;1;1;4;1;2;1;589354.394026422;0;607581.849511775;2531.5910396324;-20252.7283170592;0;0;589354.394026422;8;15.1176077602834
0;67;13;1;0;1;5;1;2;1;15716117.1740379;81010.9132682367;-50631.8207926479;9113727.74267662;10349144.1700172;0;0;15716117.1740379;10;19.2367846645604
0;48;12;1;3;1;4;1;2;1;264298.104537622;64808.7306145893;-36454.9109707065;0;264298.104537622;0;-30379.0924755887;365561.746122918;8;14.5709750445891
1;55;7;2;0;1;3;1;1;2;35442.2745548535;35442.2745548535;0;0;0;0;0;35442.2745548535;5;11.7084922485142
0;23;8;1;1;1;4;1;1;3;33417.0017231476;33417.0017231476;0;0;0;0;0;38480.1838024124;5;8.54675199365778
0;29;13;2;0;1;2;1;1;1;55695.0028719127;55695.0028719127;0;50.6318207926479;0;0;0;55695.0028719127;6;10.7407350770698
0;23;12;2;0;1;2;1;1;2;66834.0034462952;66834.0034462952;0;0;0;0;0;66834.0034462952;6;9.5324238711453
0;43;8;1;2;1;4;3;1;3;39492.8202182654;36454.9109707065;0;0;0;0;3240.43653072947;48606.547960942;5;10.1961571664989
0;45;12;1;1;0;4;1;4;4;854665.134979897;0;759477.311889719;35442.2745548535;18227.4554853533;0;0;854665.134979897;10;14.9648159609479
0;68;6;1;0;0;5;1;3;4;50631.8207926479;0;0;0;0;50631.8207926479;0;50631.8207926479;10;12.0533875578645
0;48;9;2;1;1;1;2;1;2;42530.7294658242;43543.3658816772;0;0;0;0;0;42530.7294658242;7;9.34136863438259
1;57;11;2;0;1;3;1;1;1;161009.19012062;60758.1849511775;0;7696.03676048248;4759.3911545089;88099.3681792073;0;161009.19012062;10;13.4284500415322
1;55;9;2;1;1;1;1;2;2;13164.2734060885;0;13164.2734060885;0;0;0;0;17214.8190695003;10;11.8321062044814
0;57;8;1;1;1;4;3;1;2;52657.0936243538;37467.5473865595;15189.5462377944;0;0;0;0;52657.0936243538;7;13.1613917643718
1;68;8;2;0;1;3;2;3;4;25315.910396324;0;0;0;0;16202.1826536473;8506.14589316485;25315.910396324;10;6.44571981938558
1;49;6;2;1;1;1;1;4;4;6379.60941987364;0;0;0;0;0;3048.0356117174;6379.60941987364;5;8.03915739047324
0;45;13;1;4;1;4;1;2;1;381763.928776565;253159.10396324;126578.539345204;1670.85008615738;0;0;0;455686.387133831;9;14.760816254907
1;52;9;2;0;1;2;2;1;1;124554.279149914;124554.279149914;0;0;0;0;0;124554.279149914;8;11.230562553996
0;46;9;1;0;1;5;2;1;1;47593.911545089;46581.2751292361;0;0;0;0;1113.90005743825;47593.911545089;7;11.1109542461163
0;69;12;1;0;1;5;2;2;2;3868271.1085583;303790.924755887;3544227.45548535;20252.7283170592;0;0;0;3868271.1085583;10;17.8802546504101
0;61;10;2;0;1;3;2;1;1;41518.0930499713;41518.0930499713;0;0;0;0;0;41518.0930499713;7;12.9190224533863
0;52;4;2;0;1;2;1;2;3;11139.0005743825;0;11139.0005743825;0;0;0;0;11139.0005743825;10;9.91348738711446
0;55;13;1;2;1;4;1;1;1;177211.372774268;121516.369902355;55695.0028719127;50.6318207926479;0;0;0;177211.372774268;6;13.3894855358907
0;75;12;2;0;1;3;1;3;4;13164.2734060885;162.021826536473;0;0;0;13164.2734060885;0;29366.4560597358;8;7.49554194388426
0;36;8;1;3;1;4;5;1;2;49619.184376795;30379.0924755887;0;0;0;16202.1826536473;2430.3273980471;50631.8207926479;6;6.01615715969835
0;75;10;1;0;0;5;1;3;4;68049.1671453188;0;0;202.527283170592;0;60960.7122343481;0;68049.1671453188;10;13.3877998409088
1;81;12;2;0;0;3;1;3;4;46581.2751292361;0;3037.90924755887;19543.8828259621;0;30379.0924755887;0;46581.2751292361;8;13.5366296414656
0;40;12;2;0;1;2;1;1;1;68859.2762780012;68859.2762780012;0;0;0;0;0;60758.1849511775;6;12.1995514285399
0;51;12;1;2;1;4;1;2;1;620746.122917863;0;607581.849511775;3037.90924755887;0;11139.0005743825;0;620746.122917863;9;15.0894757341102
0;62;12;1;0;1;5;1;2;1;993396.323951752;303790.924755887;506318.207926479;87086.7317633544;101263.641585296;0;0;993396.323951752;8;16.3687142816727
0;62;12;1;2;1;4;1;2;1;2237926.47903504;146832.280298679;1518954.62377944;340245.835726594;205565.192418151;0;27341.1832280299;2237926.47903504;10;17.8222435631247
1;61;9;2;0;1;3;1;1;2;45568.6387133831;45568.6387133831;0;30.3790924755887;0;0;0;34429.6381390006;10;11.4824662574855
0;68;12;1;0;1;5;1;2;1;2058689.83342906;310879.379666858;576190.120620333;180249.282021827;268348.650201034;718971.8552556;0;2058689.83342906;10;17.6415202336425
0;26;9;1;0;0;5;1;3;4;37467.5473865595;32404.3653072947;0;0;0;5164.44572085009;0;37467.5473865595;8;10.6699084287665
0;51;8;2;0;1;2;2;1;2;19240.0919012062;19240.0919012062;0;0;0;0;0;19240.0919012062;7;8.21608809863232
0;57;12;1;0;1;5;1;1;1;375688.110281448;354422.745548535;0;0;0;21265.3647329121;0;375688.110281448;10;14.0458283130265
0;62;7;1;3;0;4;3;3;4;73922.4583572659;47593.911545089;0;0;0;20252.7283170592;6075.81849511775;73922.4583572659;6;13.0557961331322
0;59;13;1;0;0;5;1;3;4;65821.3670304423;7088.45491097071;19240.0919012062;648.087306145893;0;30379.0924755887;0;115440.551407237;7;12.848636805714
0;64;12;1;0;1;5;1;1;1;142781.734635267;101263.641585296;11645.318782309;1417.69098219414;-2430.3273980471;31391.7288914417;0;142781.734635267;8;14.7333201358077
0;57;8;1;2;1;4;1;1;1;122529.006318208;116453.18782309;0;0;0;0;5873.29121194716;122529.006318208;10;12.4950039373824
0;63;13;1;1;0;4;1;3;4;75947.7311889719;47593.911545089;0;111.390005743825;0;27341.1832280299;0;75947.7311889719;8;12.8105252150748
1;53;12;2;0;1;2;2;1;1;90124.6410109133;87086.7317633544;8202.35496840896;0;0;0;0;90124.6410109133;9;13.3650742342111
0;59;8;1;1;1;4;1;1;2;111390.005743825;111390.005743825;0;0;0;0;0;111390.005743825;10;13.6655012906376
1;19;11;2;0;1;2;1;1;2;11139.0005743825;9113.72774267662;0;0;0;0;1924.00919012062;7088.45491097071;10;9.19826779074191
0;48;13;1;4;1;4;1;1;1;91137.2774267662;91137.2774267662;0;0;0;0;0;91137.2774267662;9;10.9446472664562
0;55;12;1;0;0;5;1;3;4;11706076.9672602;485052.843193567;38480.1838024124;136705.916140149;10126364.1585296;0;0;5326467.54738656;9;17.2952880397493
1;51;12;2;0;1;2;2;1;2;79998.2768523837;81010.9132682367;-678.466398621482;172.148190695003;-648.087306145893;0;364.549109707065;79998.2768523837;8;13.1391221612193
1;60;13;2;3;1;1;2;2;1;170122.917863297;7594.77311889719;88099.3681792073;0;0;76960.3676048248;0;203539.919586445;8;14.4253522136472
1;62;12;2;0;0;3;1;3;4;44556.0022975302;0;0;0;0;35442.2745548535;7898.56404365307;44556.0022975302;8;11.2476569873553
1;73;13;2;0;1;3;1;2;1;568089.02929351;0;454572.487076393;45872.429638139;16202.1826536473;6278.34577828834;0;568089.02929351;8;15.8021512687886
0;49;9;1;0;1;5;1;1;2;101861.097070649;101263.641585296;0;0;0;597.455485353245;0;101861.097070649;7;13.0316287139418
1;27;9;2;0;1;2;3;1;1;30379.0924755887;30379.0924755887;0;0;0;0;0;30379.0924755887;7;8.38935981990635
0;54;13;1;3;1;4;1;2;2;49021728.8914417;0;40505456.6341183;5074321.07983917;10126364.1585296;0;0;49021728.8914417;10;19.2765885747933
0;35;11;2;0;1;2;2;1;1;70884.5491097071;70884.5491097071;0;0;0;0;0;70884.5491097071;7;7.65964295456468
0;73;13;1;0;0;5;1;3;4;99238.3687535899;0;0;5063.18207926479;-13164.2734060885;107339.460080414;0;107339.460080414;10;14.4220099317985
1;56;12;2;1;1;1;1;1;2;19240.0919012062;0;0;7088.45491097071;708.845491097071;0;11949.1097070649;19240.0919012062;10;13.2862154179146
0;56;8;1;0;1;5;1;2;1;1144279.14991384;860740.953475014;38480.1838024124;11645.318782309;0;0;0;1144279.14991384;7;15.5940159115139
0;31;12;1;0;1;5;1;1;3;101263.641585296;101263.641585296;0;0;0;0;0;101263.641585296;9;10.6953482060321
0;78;13;1;0;0;5;1;3;4;779730.040206778;0;0;125566.915565767;168097.645031591;486065.47960942;0;779730.040206778;10;16.8922927241184
0;42;11;1;2;1;4;3;1;3;81010.9132682367;81010.9132682367;0;0;0;0;0;81010.9132682367;8;11.6065068785918
1;51;12;2;1;1;1;1;2;1;342271.1085583;315942.561746123;23290.637564618;1822.74554853533;1215.16369902355;0;0;342271.1085583;10;14.392966264028
0;62;8;2;0;0;3;1;3;4;15189.5462377944;0;0;0;0;15189.5462377944;405.054566341183;15189.5462377944;3;7.24422751560335
1;35;9;2;1;1;1;3;1;2;35442.2745548535;31391.7288914417;0;0;0;0;7898.56404365307;35442.2745548535;7;10.1080597182649
0;66;13;1;0;1;5;1;1;1;1417690.98219414;12151.6369902355;1112887.4210224;21974.2102240092;20252.7283170592;252146.467547387;0;253159.10396324;8;16.3054146994626
0;42;7;1;0;1;5;3;1;3;50631.8207926479;50631.8207926479;0;0;0;0;0;50631.8207926479;10;10.5146108976175
1;64;8;2;0;0;3;1;4;4;19240.0919012062;0;0;0;0;19240.0919012062;0;19240.0919012062;6;12.3758154201173
0;56;1;1;2;1;4;3;1;3;30379.0924755887;30379.0924755887;0;0;0;0;0;35442.2745548535;7;9.55180015010843
0;57;9;1;0;1;5;1;1;3;127592.188397473;103288.914417002;0;506.318207926479;0;24303.273980471;0;131642.734060885;7;14.1194596028799
0;68;12;1;0;0;5;1;3;4;120503.733486502;0;10126.3641585296;0;3037.90924755887;106326.823664561;0;120503.733486502;7;13.7683141231333
1;68;10;2;0;0;3;2;3;4;14176.9098219414;0;0;0;0;9012.46410109133;2835.38196438828;14176.9098219414;10;11.9135790160812
0;35;11;2;0;1;2;1;1;3;141769.098219414;134680.643308443;2531.5910396324;2025.27283170592;2531.5910396324;0;0;141769.098219414;6;12.7399309684067
1;59;12;2;0;1;3;1;1;1;20252.7283170592;20252.7283170592;0;0;0;0;202.527283170592;20252.7283170592;8;11.6034058180986
