id,Rent,livingspace,NoOfRooms,lat,lon,distanceShop,dum_balcony,dum_builtinkitchen,dum_floorplan,dum_garden,dum_privateoffer
1011364,620,86,2,52.310699,9.6543398,7.3058057,1,0,1,1,0
1011365,274,68.470001,3,53.093071,11.08402,1.415346,1,1,1,0,0
1011366,295,60.93,2,51.863651,13.46276,2.0048094,1,1,0,1,0
1011368,516,82.389999,3,52.620319,10.09619,3.4039514,1,1,0,0,0
1011371,420,48.099998,1,51.227959,6.6195402,7.1690679,1,0,1,0,0
1011372,390,48.599998,1.5,52.026482,8.5373201,7.5533924,1,1,1,0,0
1011373,509,43,1,52.754349,13.25535,2.8378849,0,0,1,1,0
1011374,500,24,1,50.574322,8.6609898,6.8338013,0,1,0,1,1
1011376,845,79,3,49.941898,8.1968498,0.63742739,1,1,1,0,0
1011378,400,60,2,51.542301,7.3688898,0.71054351,1,0,0,0,0
1011380,1398,82,3,52.50956,13.3091,1.4578441,1,0,1,1,0
1011381,975,57,2,52.50956,13.3091,0.013261544,1,0,1,1,0
1011382,480,98,3,50.8647,12.91911,5.758007,0,1,1,1,0
1011383,1998,127,4,52.55191,13.40162,5.9429502,1,0,1,0,0
1011384,725,55,2,52.536362,13.43035,5.6776419,0,0,1,0,0
1011386,1298,78,2,52.534821,13.43091,0.7619651,1,0,1,0,0
1011387,890,63,3,52.532372,13.41469,7.504293,1,0,1,0,0
1011390,380,64.279999,3,53.529968,8.1418896,0.19101119,0,0,1,0,0
1011394,1745,122.22,3,50.11731,8.6355696,0.46316773,1,0,1,1,0
1011395,669,84.790001,3,51.364471,12.38438,6.3771358,1,0,1,0,0
1011399,1400,73,3,52.494839,13.29738,3.8744683,0,1,1,0,1
1011402,499,77.239998,3,51.221371,7.07727,4.46065,1,0,0,0,0
1011403,549,75.099998,3,51.364479,6.62047,5.598228,1,0,1,0,0
1011405,975.09998,69.650002,2,50.114368,8.7502699,1.1208317,1,1,1,1,0
1011406,245,47,2.5,51.544811,7.0367899,0.34555942,0,0,0,1,0
1011407,520,91,3.5,51.41655,6.7599602,3.6151102,0,0,0,1,0
1011409,372,60,3.5,51.471111,6.7885699,3.5818095,1,0,0,1,0
1011415,325.5,62,3,51.268242,6.3930802,4.2481556,1,0,1,0,0
1011416,464.29999,74.169998,3,51.276402,7.1812401,0.38289008,1,0,0,0,0
1011419,430,60.84,3,52.835949,13.73809,4.2421985,1,0,1,0,0
1011420,350,61.110001,3,52.835091,13.74936,7.6457839,1,0,1,0,0
1011422,320,57.540001,2,51.33934,12.43104,1.494378,1,0,1,0,0
1011423,435,66.510002,2,51.32637,12.33753,1.9543755,0,0,1,0,0
1011425,400,67.550003,3,51.333832,12.40908,0.55173898,1,0,1,0,0
1011426,697,99.580002,3,51.350349,12.37463,0.509206,1,1,1,0,0
1011427,385,66.919998,3,51.333351,12.42147,2.9200952,1,0,1,0,0
1011428,455,75.379997,3,51.341179,12.4116,0.55176193,1,0,1,0,0
1011429,775,100.81,4,51.310349,12.3789,1.3289748,0,1,1,0,0
1011430,564.59998,75.279999,3,51.331299,12.44285,0.44973552,1,0,0,0,0
1011433,310,44,1,50.225101,8.05861,1.0038943,1,0,0,0,0
1011436,395,58.400002,2,51.57201,6.98241,8.2766266,0,1,1,0,0
1011437,250,28.65,1,51.57201,6.98241,2.0060365,0,0,1,0,0
1011441,540,90.029999,4,53.541321,7.94557,5.627243,1,0,1,0,0
1011442,1429.5601,126.51,4,51.848789,8.2936497,1.5890692,1,0,1,0,0
1011443,602.96997,65.540001,3,54.317539,10.04572,3.7148569,1,0,1,1,0
1011444,400,52,1,51.281059,12.37329,5.4973812,1,0,1,0,0
1011445,413,59.240002,3,54.16415,10.4087,1.7439429,1,1,0,0,0
1011446,468,60,2,54.315552,10.05042,7.0500188,1,0,1,0,0
1011447,638.62,77.879997,4,54.313808,10.04687,5.105453,1,0,1,1,0
1011448,551.12,65.610001,3,54.31546,10.04679,2.0316765,1,0,1,0,0
1011449,551.12,65.610001,3,54.312778,10.04967,5.2738528,1,0,1,0,0
1011450,492,60,2,54.316811,10.05053,0.24730693,1,0,1,0,0
1011452,341.87,40.220001,1,51.370171,12.33124,4.6191959,1,1,1,0,0
1011453,695,94,4,48.857052,8.6999302,7.5890522,1,0,0,0,0
1011457,240,38.98,2,51.29105,13.53552,3.6496735,1,0,0,0,0
1011458,860,43,1,50.11694,8.6620502,0.99280077,0,1,0,0,0
1011461,400,56.73,2,50.72588,6.1767602,6.0155172,1,0,0,1,0
1011466,1178,124,4,50.82299,6.1335502,3.5947616,1,0,1,0,0
1011467,1352.25,90.150002,3,52.50341,13.3567,3.2686017,1,1,1,0,0
1011468,1150,116,3,47.938751,12.93436,7.9636254,1,0,0,0,0
1011469,210,38,1,50.823009,11.01368,3.0215595,1,0,0,0,0
1011470,499,88.099998,3,50.831841,12.89101,5.4950018,1,1,1,0,0
1011471,320,61,2.5,51.353352,7.4776702,2.8510392,0,0,0,0,0
1011474,1450,80,2,48.109291,11.7068,2.7393513,1,1,1,1,0
1011476,450,69.199997,3,50.844189,12.92459,4.1372094,1,0,0,0,0
1011478,487.5,63.279999,2,51.33353,12.3244,3.7560997,1,1,1,0,0
1011480,304.95999,70.389999,3,52.595402,11.83216,1.777572,1,0,1,0,0
1011481,468.5,69.419998,3,50.834492,12.88876,3.2661827,1,0,1,0,0
1011484,652.21002,76.730003,3,52.069149,6.9737701,2.7674677,1,1,1,0,0
1011486,510,60,2,53.36924,9.9384203,3.6221466,0,1,0,0,0
1011488,550,60,2,51.407188,6.93256,6.815505,1,0,1,0,0
1011490,300,55,2,51.28212,7.2181602,0.72151661,0,1,0,0,0
1011491,330,63.349998,2,50.365292,12.46759,1.6885967,1,1,0,0,0
1011493,358,69,2,51.26733,7.15065,2.1039925,1,0,0,0,0
1011495,447,58.16,3,51.500118,11.98456,0.8286429,0,0,0,0,0
1011497,250,57,2,51.302631,13.30747,9.4361639,0,0,1,0,0
1011498,450,89,3,50.71986,12.49608,0.58871466,0,1,1,0,0
1011501,840,74.239998,2,49.429508,8.6790895,0.073914565,1,1,0,0,0
1011502,960,96,2,51.030609,6.97681,1.5317349,0,0,0,0,0
1011505,584.09998,53.099998,2,50.877159,6.8877902,0.6329729,1,0,1,0,0
1011507,228,36.5,1,51.5308,11.54185,3.1384122,0,1,0,1,0
1011508,530,62,2,53.121769,8.2166204,5.944592,1,0,1,0,0
1011511,427,95.07,2,51.352268,12.40735,7.7846603,0,1,1,0,0
1011512,950,40,1,48.153961,11.62032,9.1229715,1,1,0,0,0
1011513,200,34.400002,2,51.617279,12.31953,2.6739819,0,1,0,0,0
1011514,450,46.73,2,50.80999,8.78333,0.6552943,0,0,0,0,0
1011515,281,56.18,3,50.812119,12.37632,0.19157974,1,0,1,0,0
1011517,435,67,2,50.97942,13.8659,3.3946161,1,0,1,1,0
1011521,205,44.639999,1,51.967621,12.07577,1.2108713,1,0,1,0,0
1011522,639.59998,78,2,52.384521,13.11487,3.2605512,1,0,1,0,0
1011523,385,63,3,51.290859,13.53536,4.4286914,1,1,0,0,0
1011524,807,71.720001,3,53.608898,10.07055,1.6861066,1,1,1,1,0
1011528,295,32.25,1,51.81139,10.33828,2.7256732,0,1,0,0,0
1011529,361,59,3,52.966011,10.54146,1.8533206,0,0,1,0,0
1011530,729,80,4,52.385151,9.7295504,1.7027644,0,0,1,0,0
1011531,680,85,4,51.414452,10.36079,2.1798005,1,0,1,0,0
1011533,300,51,2,51.146461,14.98421,0.76156098,1,1,1,0,0
1011535,490,49.389999,2,51.039661,13.77314,6.5074339,1,1,1,1,0
1011537,598,62.009998,2,53.54594,10.10612,5.1246881,1,1,0,0,0
1011541,725,72.5,3,51.340752,12.36522,9.5904665,1,0,1,1,0
1011547,1690,144,4,51.397091,6.9881802,1.1453254,1,1,1,1,0
1011549,275,55,2,50.720901,12.49261,6.5705118,1,0,1,1,0
1011550,1150,110,4,50.077179,8.2049503,0.91688716,1,1,1,0,0
1011552,1430,143,4,50.212051,8.2762098,3.2041171,1,1,0,0,0
1011553,370,46.549999,1,51.321671,12.34279,1.6805611,0,0,1,0,0
1011554,695,40,1,50.078812,8.6342697,2.0623469,0,1,0,0,0
1011555,290,45,2,51.186432,7.1823502,2.6542702,0,0,0,1,0
1011556,300,60,3,50.84547,12.90828,1.3064777,0,0,0,1,0
1011560,660,102,3,51.44376,6.6363802,0.76344168,1,1,1,1,0
1011563,1351,122.8,3,51.04998,13.83233,0.56794488,1,0,1,0,0
1011564,350,81.199997,3,51.3008,13.30878,2.4518461,1,0,1,0,0
1011566,730,73,2,50.862652,6.2058802,2.7027223,1,0,1,0,0
1011567,870,87,3,50.862652,6.2058802,1.9343128,1,0,1,0,0
1011569,255,48,2,51.071301,13.02657,3.3000822,0,0,1,1,0
1011570,330,62,3,51.121799,13.12848,0.80159754,0,0,1,0,0
1011571,295,52.98,2,50.85952,12.77122,2.2597971,1,0,1,1,0
1011572,326,50.080002,2,51.32716,9.4889898,3.016835,1,0,1,0,0
1011573,275.26001,53.849998,2,50.870289,9.7070704,2.6649706,1,1,0,0,0
1011575,781,71.040001,2,50.116261,8.5386696,1.1221622,1,0,1,0,0
1011578,227.78999,55.52,2,51.340839,9.5480299,1.3622907,1,0,1,0,0
1011581,315,60.07,2,50.85043,12.77494,4.8160443,1,0,1,1,0
1011582,399,72.599998,3,50.862888,12.75694,3.260097,1,0,1,1,0
1011583,319,58.060001,2,50.866379,12.74277,1.2794003,1,0,1,1,0
1011585,200,28.790001,1,52.13039,11.60927,4.1145239,0,1,1,0,0
1011586,329,54,2,52.105011,9.3863697,3.2012658,1,0,1,0,0
1011588,289,48.009998,1,52.123241,11.6045,4.9406085,0,0,1,0,0
1011589,454,66.709999,2,52.12022,11.62904,2.3816562,0,0,1,0,0
1011590,410,51.900002,2,51.423012,6.8427801,4.5648141,1,0,0,0,0
1011591,910,134.60001,3,51.345612,12.36341,5.0940523,0,1,1,0,0
1011593,375,57.57,2,52.127121,11.60868,2.7698679,0,0,0,0,0
1011595,335,59.77,3,52.108921,11.6144,8.1309299,1,0,1,0,0
1011597,442,68,2.5,51.65691,7.7430501,7.1953826,1,0,0,0,0
1011598,750,100,4,51.3624,12.39183,2.2796462,1,0,1,1,0
1011601,343,68.540001,3,52.15234,11.59285,4.3039532,1,0,1,0,0
1011602,206.5,59,3,53.609669,13.59618,1.4262933,0,1,0,0,0
1011604,266.70001,76.199997,4,51.724289,13.05008,0.41250685,1,1,1,0,0
1011607,164.5,47,2,53.51796,13.43521,8.2229204,1,1,1,0,0
1011612,350,50,2,52.137348,11.61183,6.5831203,0,0,0,1,0
1011613,343.5,68.699997,4,53.528229,11.92448,6.6350918,0,1,0,1,0
1011616,497,142,8,51.724152,13.05024,0.89696789,1,1,0,0,0
1011618,508,67.650002,3,52.135139,11.62017,0.040823337,1,0,1,0,0
1011622,439,62.580002,2,52.120659,11.66174,3.2799616,1,0,1,0,0
1011623,378,65,3,50.821602,12.94602,1.9758795,1,0,1,1,0
1011625,297,45.549999,1,52.123402,11.60412,6.5475626,1,0,1,0,0
1011629,268,62,3,50.894852,14.80349,6.4363775,0,1,0,1,0
1011630,1280,91,3,52.518181,13.42697,0.74952352,0,1,1,0,0
1011631,295,58.439999,2,50.83255,12.89867,5.1141009,1,1,1,1,0
1011632,1067,98.699997,3,51.331478,12.32696,6.2493267,1,1,1,1,0
1011635,450,53,1.5,52.143581,9.9396696,2.4973621,0,1,0,0,0
1011637,349,52,2,51.339489,12.32746,5.1232276,1,1,1,0,0
1011638,550,99.169998,6,50.704899,10.72699,5.4854259,1,0,1,0,0
1011639,625,77,4,51.266731,6.87112,5.4678555,1,0,0,0,0
1011640,477,44.200001,2,51.36161,12.36866,5.2123256,0,1,1,0,0
1011643,220,32.459999,1,52.435162,12.52011,4.2985048,0,0,0,0,0
1011644,383,103.3,3,50.487148,12.12909,1.8457769,1,0,0,0,0
1011646,465,81.940002,4,52.43512,12.52006,5.3618464,1,0,0,0,0
1011648,350,58.400002,3,52.426281,12.52057,3.0689096,0,0,0,0,0
1011649,336,80,3,50.496429,12.12876,0.68468261,0,0,0,1,0
1011655,915,57.450001,1.5,49.479301,8.4717903,8.2410917,0,1,1,0,0
1011656,463,61.66,3,48.691761,10.13131,3.3337655,1,0,1,0,0
1011661,297,42.93,2,51.336311,12.41489,2.5898235,1,0,1,1,0
1011662,377,68.5,2,51.347069,12.40027,5.1224604,0,0,1,1,0
1011663,381.25,61,2,51.377499,7.4228201,1.3658785,1,0,0,0,0
1011665,410,82,3,50.816471,12.89758,3.1019278,1,0,1,0,0
1011668,875,106,3,49.929668,11.5773,2.9572027,1,0,1,1,0
1011669,330,64.5,2,50.72044,12.48411,3.5770996,1,0,1,0,0
1011670,700,70,3,50.919868,7.0766401,5.5796676,1,0,0,0,0
1011671,420,48,2,50.397839,8.04177,4.9299054,1,0,1,1,0
1011672,535,60.5,2,51.265251,7.1533098,1.7096298,1,0,1,0,0
1011673,390,88,4,50.840759,12.06953,4.4608502,1,1,1,0,0
1011675,400,78,3,51.271568,7.2177701,9.9972448,0,0,1,0,0
1011678,656,82,3,51.356522,7.4955101,3.0576365,1,0,1,1,0
1011679,400,58,3,51.11676,13.91808,3.861027,1,0,1,1,0
1011680,300,59.23,2,51.125938,13.57694,0.75653619,0,0,1,1,0
1011681,550,84,3,51.378849,6.7593799,1.5590016,1,0,0,0,0
1011683,1360,106,2.5,50.99828,6.8021998,3.8192897,1,1,1,0,0
1011684,228,43.700001,2,50.853939,12.94612,6.2762208,0,1,1,1,0
1011685,450.26001,70,3,51.936569,8.8507299,2.5403228,1,0,1,0,0
1011686,590,69.559998,2.5,53.67979,10.14906,5.4704981,1,1,1,0,0
1011688,545,97,3.5,51.445808,7.3700299,3.5806794,0,0,1,0,0
1011689,415,76,3.5,51.689308,7.7866302,1.627362,0,0,0,0,0
1011692,287,45,2,51.32008,12.41928,2.711235,0,0,1,1,0
1011693,295,56.66,3,51.811459,12.2507,9.115222,1,1,0,0,0
1011695,240,47.389999,2,50.958118,13.93089,2.4119198,0,0,0,0,0
1011696,170,46.299999,2,50.816601,12.89933,1.3433998,1,0,1,0,0
1011697,165,30,2,51.46154,6.7724299,4.4840584,0,0,0,0,0
1011698,379,55.380001,3.5,51.486649,7.32447,0.47262287,0,0,1,0,0
1011700,405.72,65,3,51.541012,7.6195898,6.4176617,1,0,1,0,0
1011703,349,57,2,51.51614,7.3199301,3.7647481,1,0,1,0,0
1011705,998,87,3,48.356468,10.93206,3.7733417,1,0,1,0,0
1011708,611.88,91.129997,3,50.815529,12.95586,0.025991889,1,0,1,0,0
1011710,650,90,4,51.05822,6.08989,0.64740384,0,0,0,1,0
1011712,880,102,4,51.290909,6.9291801,3.3153703,0,0,1,0,0
1011713,1345,110,3,51.353222,6.5773401,2.3021759999999998,0,0,0,0,0
1011714,425,85,5,50.82452,12.94532,1.933816,0,1,1,1,0
1011716,540,72,3,53.366989,10.18838,6.7293005,1,1,1,0,0
1011717,615,74.949997,3,48.807899,11.8683,6.8146396,1,1,1,0,0
1011719,320,54,2,51.350182,12.30678,5.8098588,0,1,0,0,0
1011720,434.51999,51.119999,2,51.5173,7.4846101,0.19032608,0,0,1,0,0
1011721,309.38,49.900002,2,51.507462,11.94716,3.0635695,0,0,0,0,0
1011722,346.79999,57.799999,3,51.453381,11.96104,3.4497042,1,0,1,0,0
1011723,299,52.869999,2,50.82444,12.9331,4.5453172,1,0,1,1,0
1011724,392.89001,69.910004,2,51.351479,7.4521198,0.2964054,1,0,1,0,0
1011725,319,46,1.5,51.30275,12.32353,6.1586642,1,1,1,0,0
1011726,1190,102,3,54.324631,10.12259,6.89501,1,1,0,1,0
1011727,650,78,2.5,51.315498,6.5777798,3.0168085,0,0,0,0,0
1011728,309,48.689999,1,51.335121,12.42238,2.1898887,1,1,1,1,0
1011729,420,64,3,51.314259,6.5588398,2.8198688,0,0,0,0,0
1011733,900,92,2,51.50975,11.89012,1.0150282,1,0,0,0,0
1011736,404.48999,66.309998,2,51.410831,6.7169399,5.0268269,1,0,1,0,0
1011738,896,64.019997,2.5,53.55946,10.06449,2.2048955,1,1,1,0,0
1011739,540,51.099998,2,53.141899,8.2281599,6.7919283,1,1,1,0,0
1011744,670,76,3,53.657749,10.25323,4.673192,1,1,1,0,0
1011745,400,74.050003,3,52.29073,9.4986696,4.357945,1,0,0,0,0
1011746,457,39,2,52.36042,9.7505999,6.6497922,0,0,0,0,0
1011748,267,56.66,3,51.811459,12.2507,1.6420325,1,0,0,0,0
1011749,744,62,2,50.968262,6.9578199,6.3611126,1,0,0,0,0
1011754,849,140,4,51.328861,12.40391,2.0219152,1,0,1,0,0
1011755,1115,85.699997,2,48.40329,9.9980497,3.0285656,1,1,0,0,0
1011756,285,51.900002,2,50.82053,12.8979,3.9674561,1,1,1,0,0
1011757,599,58,2,52.56105,13.45045,4.8354149,1,0,0,0,0
1011759,850,116.87,3,51.367592,12.37633,5.8255124,1,1,0,0,0
1011761,270,42.43,2,52.423302,12.51821,4.5657821,0,0,0,1,0
1011762,707.09998,94.279999,3,52.02401,8.5344696,2.2444179,1,0,0,0,0
1011763,294,48.580002,2,52.42041,12.53577,6.3446422,1,0,0,0,0
1011765,299,54.509998,3,52.431759,12.51774,3.9410019,1,0,0,0,0
1011767,574,75.540001,3,52.133362,11.60985,1.9181826,1,0,0,0,0
1011769,1247.73,86.050003,2,52.501228,13.32921,6.5509992,1,1,1,0,0
1011772,500,66.93,2,51.941559,7.9892702,6.3968782,1,0,1,0,0
1011773,315,70,3,50.83717,12.89881,4.5368905,0,0,1,0,0
1011777,1050,110.5,4,51.18861,6.9916902,4.0202994,1,0,1,0,0
1011778,283.25,51.5,2,51.3596,7.4787202,2.0278974,0,0,0,0,0
1011780,640,98.110001,4,48.164669,9.4765596,1.8210409,1,0,0,0,0
1011784,600,84.550003,3,51.69083,8.6873703,0.092013791,1,0,0,0,0
1011785,400,50,2,51.325359,12.37065,1.2303329,0,0,1,1,0
1011786,346.57001,49.509998,1.5,52.11903,11.62737,2.3971105,0,1,1,0,0
1011788,369,66.120003,3,50.8237,12.93229,1.654007,1,0,1,1,0
1011795,990,75,2,50.198059,8.5875196,6.8061209,1,1,0,0,0
1011796,700,62.360001,2,53.55072,8.5697403,5.7903786,1,1,0,0,0
1011797,485,69.029999,3,53.922241,9.5198603,0.0068242317,1,1,1,0,0
1011799,300,48,2,52.409592,12.54843,7.503201,0,0,0,0,0
1011800,1483,102,2,52.506882,13.30992,6.1153741,1,1,1,0,0
1011802,490,92,4,49.980888,6.6808801,3.3102331,0,1,1,1,0
1011804,319,67,2.5,54.017731,13.0697,4.4862576,0,1,1,0,0
1011805,520,85.470001,2,51.494572,11.97401,0.50339544,1,0,1,0,0
1011806,445,62.98,2,50.779171,6.1087298,4.7951961,1,0,0,1,0
1011807,370,58.93,2,51.335732,12.32058,3.6024175,1,0,1,1,0
1011808,779,72,2.5,51.34465,12.36912,2.1875675,1,1,1,0,0
1011809,527.5,65.290001,3,53.261471,10.44608,1.7082011,1,0,1,0,0
1011810,1422,142.25,4,51.331478,12.32696,4.5187154,1,0,1,1,0
1011811,975,54.099998,2,52.509838,13.29537,0.89494097,1,1,1,0,0
1011812,1085,127.4,5,51.05703,13.71282,2.6438425,0,0,1,1,0
1011816,265,52,2,50.857529,13.94659,6.1887636,1,0,1,0,0
1011817,450,66,2,51.12598,13.58191,2.6249666,0,0,1,0,0
1011818,545,68.800003,3,51.035419,13.70185,4.7426028,1,1,1,1,0
1011819,1236,104.4,3,51.234638,6.8199601,4.9874544,1,1,1,0,0
1011822,490,66.760002,3,51.057919,13.67818,0.4490822,1,0,1,0,0
1011824,900,120,6,48.481941,10.06067,4.1661386,0,0,0,0,0
1011826,403,62,2,51.454128,6.9737802,9.9126244,0,0,0,0,0
1011827,826,52.330002,2,53.584309,10.02272,0.20076953,1,1,1,0,0
1011828,1240.72,95.440002,4,53.549252,10.07838,0.83580703,1,1,1,0,0
1011829,825,85,2.5,51.566921,7.3931899,1.229157,1,0,1,0,0
1011830,315,58.369999,2,51.299751,13.31159,3.6525364,1,1,1,0,0
1011833,909.59998,113.7,4,50.85989,12.89592,4.2387376,0,0,1,0,0
1011835,830,70.550003,2,50.084251,8.8104296,4.0210848,1,1,0,0,0
1011836,410,83,2,51.75346,14.3288,5.1423697,0,1,0,0,0
1011839,342.54001,57.09,2,51.758018,14.32114,7.3600798,0,0,0,0,0
1011842,500,72,3,51.33955,12.40735,7.4859982,1,1,1,0,0
1011845,185,37,2,50.816601,12.95042,0.10750633,1,0,1,0,0
1011846,930,89,3,48.66745,11.97004,8.4668798,1,1,0,1,0
1011847,1294.5,129.45,3,51.326488,12.3393,2.4990692,1,0,1,0,0
1011848,695,90,3,53.918751,9.8445797,8.8108759,1,1,1,0,0
1011849,477,74,3,51.339359,12.32133,2.7360871,0,1,1,1,0
1011854,315,60.799999,3,53.32011,13.87264,9.9501734,1,0,1,0,0
1011855,899,130,4,51.33131,12.40739,6.6024828,1,0,1,0,0
1011856,270,49.57,2,53.32011,13.87264,5.0044141,1,0,1,0,0
1011857,330,61.849998,3,53.3228,13.87734,1.5331523,1,0,1,0,0
1011858,799,95,4,51.332008,12.40391,2.7155783,1,0,1,0,0
1011859,380,66.389999,3,53.318218,13.86449,0.60332215,1,0,1,0,0
1011861,449,65,2,51.332008,12.40391,7.2426715,0,0,1,0,0
1011862,380,85,3,51.3545,7.4764099,1.9819926,0,0,0,0,0
1011863,749,98,3,51.365849,12.37452,6.8871779,1,0,1,0,0
1011866,750,87,3,50.79554,6.1272502,0.91665554,1,1,0,0,0
1011867,780,70.57,3,53.599701,9.8247499,4.8373733,1,1,1,0,0
1011868,355,64,2,51.58868,14.00711,0.65742439,0,0,0,1,0
1011871,331,53.34,2,52.137348,11.61183,9.2608814,0,0,1,1,0
1011874,495,81,3,51.315041,7.32868,5.1482296,0,0,1,0,0
1011875,650,154,5,52.52129,11.39578,5.1195941,0,0,0,1,0
1011876,1665,110.5,4,53.562809,9.8117704,4.4134703,1,1,0,0,0
1011878,560,32.049999,1,50.946751,6.9127798,5.917654,1,1,1,0,0
1011882,345,49.57,2,53.312382,13.86252,0.05432548,1,0,1,0,0
1011885,1200,95.5,3,51.233238,6.8202701,7.5737586,1,1,1,0,0
1011887,275,53.189999,2,53.313938,13.86108,4.7358494,0,0,1,0,0
1011890,1550,118,3,49.01643,12.05887,1.3175585,1,1,1,0,0
1011892,435,60.099998,2.5,51.448872,7.0336699,0.016382828,1,0,0,0,0
1011895,1000,58,2.5,53.596352,10.04914,4.7380238,1,1,1,0,0
1011896,460,70.599998,3,54.308929,9.6481304,5.899878,1,1,0,0,0
1011897,230,41.799999,1,50.32053,11.92597,0.97448981,0,1,0,0,0
1011902,357,67.269997,2,52.03759,10.36199,6.0436964,1,0,0,0,0
1011903,247,45.619999,2,52.156139,11.63977,8.0269575,0,0,1,0,0
1011904,424,65,2,51.623341,7.4117398,7.2473879,1,0,0,0,0
1011905,400,75,2,51.145802,14.9718,2.0761299,1,0,1,0,0
1011907,309,42.490002,2,52.13747,11.62001,0.31263524,0,0,1,0,0
1011908,850,47.049999,2,53.59063,9.9625797,2.0526412,1,1,1,0,0
1011909,332,47.380001,2,52.128571,11.61189,8.6689196,1,0,1,0,0
1011910,1045,80.75,3,51.240822,6.71209,4.2215195,1,0,1,0,0
1011912,375,62.93,3,53.54813,13.29105,9.4393759,1,0,1,0,0
1011913,315.20999,47.400002,2,50.911942,13.34949,1.8368744,1,0,1,1,0
1011914,375,62.93,3,53.54818,13.29081,2.7920313,1,0,1,0,0
1011916,570,90,3.5,54.781368,9.4239902,0.096907966,0,1,0,0,0
1011917,299,52.869999,2,50.824558,12.93323,6.3595877,1,1,1,1,0
1011918,632.5,54,2,52.393028,9.7599897,3.2536952,0,1,0,0,0
1011920,300,55,2,50.89838,12.08301,4.2004361,1,0,1,0,0
1011922,402,70,3,50.874989,12.08283,5.0928545,1,0,1,0,0
1011924,400,64,3,51.04594,13.70523,1.1329708,0,0,1,0,0
1011927,199,40,1,50.578758,12.76711,0.88606131,0,0,0,1,0
1011928,639,99.629997,3,51.3647,6.6291199,3.506197,1,1,1,0,0
1011929,1040,107.15,4,52.572979,13.35983,0.005900119,1,1,1,0,0
1011930,320,62.400002,2,51.16703,14.0472,3.7225611,1,0,0,0,0
1011932,360,49.959999,1,52.91312,12.79264,4.0928769,1,0,1,0,0
1011933,728,66.209999,2,50.978081,6.9492102,6.2799897,1,0,0,1,0
1011935,295.10999,42.77,2,52.08593,11.62338,4.641047,0,0,1,0,0
1011937,245,40.799999,2,51.208061,11.96692,5.9242687,1,1,1,0,0
1011938,315,60,3,51.38018,12.35915,1.4861186,0,0,0,0,0
1011941,445,88.150002,3,51.208061,11.96692,1.0760958,1,0,1,0,0
1011942,270,46.799999,2,51.452969,6.7114201,4.658524,0,0,0,0,0
1011943,1395,129.5,3,51.340649,12.36141,5.1433058,1,0,1,0,0
1011945,350,62.200001,3,51.49551,11.96577,7.5531139,0,0,1,0,0
1011946,325,38,1,51.392448,12.23029,8.9045019,0,0,1,1,0
1011947,680,118.18,5,51.481979,11.93251,2.0530279,1,0,0,0,0
1011948,336,60.93,3,51.47541,11.93253,2.1351068,1,0,0,0,0
1011949,252,57.299999,3,51.48362,11.92179,6.8854713,1,0,0,0,0
1011951,289,57.310001,3,51.48653,11.92172,0.79772288,1,0,0,0,0
1011954,340,29,1,49.968578,9.1575403,2.0852273,1,1,0,0,0
1011955,389,59.849998,2,50.961781,13.94075,3.2145615,0,0,1,1,0
1011960,350,57,2,51.039162,13.6893,6.4505439,0,0,1,1,0
1011962,840,102,3,51.051788,13.82738,3.47142,0,1,1,0,0
1011963,1200,120,2,51.319698,7.3429599,3.8442163,0,0,0,0,0
1011965,380,63,3,50.926441,6.2107801,3.6776235,1,0,0,0,0
1011971,435,57.66,2,51.04781,13.78274,1.8025128,0,0,1,1,0
1011972,830,68,2,51.150688,6.93852,2.9458084,1,1,1,1,0
1011975,395,76,3,50.836361,12.90495,2.3656759,0,1,0,1,0
1011981,251.08,51.240002,2,51.407379,6.7125702,6.1017089,0,0,1,0,0
1011982,485,72,2,51.280239,7.1935201,0.48009112,1,0,0,0,0
1011986,490,36.950001,1,51.2318,6.73698,5.3495889,1,1,0,0,0
1011990,460,96,3,51.121319,13.11849,4.9973884,0,0,1,0,0
1011995,216.03999,46.560001,2.5,51.569679,7.0596299,4.3791919,1,0,0,0,0
1011996,220,48.060001,2,50.838558,12.9406,7.1598554,0,1,1,0,0
1011998,549,64,2,52.393761,13.4224,3.994278,1,0,0,0,0
1011999,300,51.299999,2,51.49773,10.78427,2.3439674,1,1,0,0,0
1012001,275,45.700001,2,52.123219,11.6081,3.3916552,1,0,0,0,0
1012002,250,48,1.5,51.35519,12.70937,4.3904586,0,1,0,0,0
1012003,925,60,2,50.131069,8.7077503,1.5612813,1,0,0,0,0
1012004,340,68.220001,3,52.196972,9.4591599,2.018476,1,0,0,0,0
1012005,369,64,2,51.3657,12.37505,0.72887671,1,0,1,0,0
1012006,360,56.400002,2,51.042931,6.1522002,3.5848534,0,0,1,0,0
1012008,860,79.519997,2,50.684158,7.1527801,3.1764483,1,0,1,0,0
1012010,344,68.889999,3,50.794628,12.90344,0.5013836,1,0,1,0,0
1012011,366.79999,65.5,3,51.29229,14.84155,4.1841741,1,0,1,0,0
1012012,1450,137,3,51.162182,6.8562799,7.8642101,1,1,1,0,0
1012013,600,32,1,50.078812,8.6342697,3.4132934,0,1,0,0,0
1012015,585,78,2,53.564449,9.6101503,3.1625648,0,1,1,0,0
1012018,310.84,61.119999,2,51.207939,7.1415801,4.1255903,1,0,1,0,0
