id,Rent,livingspace,NoOfRooms,lat,lon,distanceShop,dum_balcony,dum_builtinkitchen,dum_floorplan,dum_garden,dum_privateoffer
1027486,990,145,5,51.198029,6.4277301,0.17294012,1,0,1,0,0
1027487,750,80,3,50.769531,6.09132,2.5353885,0,0,0,0,0
1027491,550,70,2,49.859539,9.9674501,0.70845765,1,1,1,0,1
1027492,390,59,2,51.04977,6.2281199,1.6181889,1,0,0,0,0
1027493,400,78.800003,3,51.43232,7.9987202,2.9222627,1,0,0,0,0
1027495,745,58.310001,2,52.472542,13.30522,0.61244595,1,0,0,0,1
1027497,539,110,3,52.09819,9.3517399,4.2139974,1,0,0,0,0
1027499,970,85,3,51.234379,6.7880201,6.917624,1,1,1,0,0
1027501,260,30,1,54.32074,10.67538,0.37369365,1,1,0,0,1
1027503,720,80,3,50.170712,8.4935198,4.5533619,0,1,0,0,1
1027504,1790,112,3,48.11581,11.7358,3.125102,1,1,1,0,1
1027506,1490,83,3,48.13625,11.58632,7.492619,1,1,0,0,1
1027507,690,150,4,52.270821,9.1063099,1.1127454,0,0,1,1,0
1027509,600,75,2,53.643421,7.6177802,2.0102544,1,0,1,0,1
1027510,650,103,3,50.950161,10.70171,1.0941027,0,0,1,0,1
1027512,1530,82.400002,3,48.215809,11.53249,1.5926465,1,0,1,0,0
1027515,550,40,2,50.809101,7.1917701,1.4707602,1,1,0,0,1
1027516,575,66,3,52.426201,9.7294397,6.3295212,1,1,0,0,1
1027517,810,89,3,50.11499,8.3382702,1.7196821,1,0,0,0,1
1027519,901,106.11,3,52.084339,8.66366,5.80269,1,0,0,1,1
1027521,660,80,2,51.233711,6.8190298,3.3519723,0,1,0,0,0
1027523,1790,85,3,48.158272,11.54826,1.5880903,0,0,1,0,0
1027525,460,56,2,51.127171,7.2165899,1.8311256,1,1,0,1,1
1027527,600,86,3.5,51.662472,7.6367798,3.1720533,1,0,0,0,1
1027529,595,88.550003,3,54.163841,10.42866,8.2354336,1,1,1,0,1
1027532,400,48,2,51.32806,6.5512099,0.74374825,0,1,0,0,1
1027534,348.35999,57,2.5,51.534458,7.1557798,0.23434731,1,0,0,0,1
1027536,950,28,1,48.131199,11.61882,2.351527,0,1,0,0,1
1027537,730,32,1,48.819962,9.2191296,3.8460774,1,1,1,0,1
1027539,815,65,2,50.88855,6.8357201,8.368598,1,0,0,1,1
1027540,620,68,2,51.623791,7.4014902,7.8848944,1,1,1,1,1
1027542,550,102,4,51.81995,6.50769,4.6161757,1,0,1,0,1
1027546,849,72.239998,3,52.415871,13.05017,0.43667817,1,1,0,0,1
1027548,635,107,4,49.576141,9.3556099,4.8644781,1,0,0,0,1
1027549,375,73.5,3,50.951248,11.08723,4.5439377,0,0,1,0,0
1027550,750,95,3.5,50.043331,9.0279198,0.73991442,0,0,0,1,1
1027551,1500,79,3.5,52.53801,13.41838,6.4309978,0,1,1,0,1
1027552,900,105,4,50.24374,8.2540503,3.2718058,1,1,0,0,1
1027554,480,62,3,52.264172,8.0502596,6.0438609,1,0,1,1,1
1027555,750,130,3,51.335091,6.5708599,2.5855489,0,1,0,0,1
1027556,790,116,4,53.547482,7.9273801,4.694181,1,0,1,0,1
1027557,640,58,2,48.483189,9.1922102,6.9381838,1,1,0,0,1
1027559,920,76,2.5,52.450951,13.57155,0.075178884,1,1,1,0,1
1027561,520,61,2,52.496288,9.8664398,1.7726396,1,0,1,0,0
1027562,750,68,3,52.447289,13.32805,2.3886964,1,0,1,0,1
1027563,440,70,3,52.211842,9.9109697,6.3828354,1,0,1,0,1
1027565,360,52,1,50.1828,8.9929504,7.1032681,1,1,0,0,1
1027569,495,44.119999,2,48.707401,11.4053,5.1542482,0,1,1,0,1
1027571,700,71,2.5,49.250198,9.4565096,0.89895886,1,1,1,0,1
1027574,630,110,5,52.269871,10.69069,6.4376159,1,0,0,0,1
1027575,650,88,3.5,49.183708,8.53792,0.49255812,1,1,1,1,1
1027577,620,98,3,52.102509,8.3420601,3.1904325,1,0,0,0,1
1027578,455,70.5,2.5,52.090118,8.7309904,3.5666418,1,1,1,0,1
1027579,600,90.18,3,52.833672,13.81618,5.0713902,1,0,0,0,0
1027580,950,80.900002,3.5,48.65168,8.8268099,2.7935774,1,1,1,0,1
1027581,1300,73.900002,3,50.153,8.70082,9.0495157,1,1,1,1,1
1027582,800,30,1,48.173061,11.63587,1.2379642,1,1,0,0,1
1027583,560,80,2.5,48.076679,8.3705196,0.94267976,1,1,0,0,1
1027585,440,53,2,50.892349,6.8313599,4.7843666,0,1,0,0,0
1027586,350,34,1,48.023579,8.7708702,2.3272035,1,1,0,0,1
1027589,950,110,4,49.476978,8.6679001,5.7991366,1,1,0,0,1
1027590,950,104,4,49.041401,9.3107901,1.4287771,0,1,0,0,1
1027593,580,75,3.5,51.468231,7.2357302,1.3097639,1,1,1,1,1
1027595,550,50.5,2,48.760479,11.4552,9.6776247,1,1,1,0,1
1027597,440,56,2,50.549801,7.2611299,1.3261876,1,0,1,0,1
1027598,500,77,2,51.493851,7.2093101,4.2384768,1,0,1,0,1
1027599,480,58,2,49.485538,8.4316998,6.0473595,1,1,0,0,1
1027600,430,65.639999,2,50.607811,10.69032,0.52584827,0,0,1,0,1
1027602,260,55,2,50.550991,12.30718,6.4317226,0,0,1,0,1
1027603,350,54,2,51.332321,12.31321,0.63930881,1,0,1,1,0
1027606,350,75,3,51.575039,10.79262,4.9751353,0,0,1,1,1
1027608,960,98,3,48.51857,8.8253498,7.9384956,1,1,0,1,1
1027609,625,80,3,54.132568,10.62,0.064824149,1,1,0,1,1
1027610,430,73,3,51.189339,6.4244199,4.9826064,0,0,0,0,1
1027611,840,34,1,48.753891,9.1392698,3.6500132,0,1,1,0,0
1027612,800,113,3,49.208462,8.9853897,2.8219867,1,1,0,0,0
1027613,1050,105,4.5,49.243191,9.1085596,6.4761972,1,1,0,0,1
1027616,500,87,3.5,48.831261,12.97843,0.01225376,1,0,0,1,1
1027618,570,98.5,3.5,51.46608,6.4739499,1.8980414,0,0,0,0,1
1027619,450,75,2,51.442219,7.37079,0.7489354,0,1,0,0,1
1027620,480,60,2,49.389271,8.3635702,6.2379475,0,1,1,0,1
1027623,673,51,2,53.601971,10.04734,0.41032067,1,1,1,0,1
1027624,370,68,3,52.314251,11.15532,0.73883694,1,0,0,0,1
1027625,540,36,1,47.682968,9.1551104,2.8016357,1,1,0,0,1
1027626,1200,119,4,49.283401,8.6771898,1.3494283,1,0,0,1,1
1027627,329,65,2,53.891621,9.2546597,0.18867761,0,1,0,1,0
1027629,450,63,3,51.64859,7.8455701,3.8043947,0,0,1,1,1
1027632,310,50,2,50.628639,8.8222198,3.4067585,1,1,0,0,1
1027633,470,65,2,51.48941,9.1411304,0.64817512,1,0,0,0,1
1027635,560,59,1,49.44212,11.07364,2.4272354,1,0,0,0,1
1027636,450,28,1,48.79245,9.1849899,2.9975235,0,0,1,0,1
1027638,298,79,3,51.615261,7.5970602,0.37794003,0,0,0,1,1
1027639,390,84,4,50.782589,7.8705101,0.42287591,1,0,0,0,1
1027640,490,58,2,51.446781,6.9804902,0.25888455,0,0,0,0,1
1027642,279,54.669998,2,51.443371,7.1090798,3.8997889,1,0,0,0,0
1027643,338.95001,54.669998,2,51.443821,7.10572,6.4048214,1,0,0,0,0
1027644,401,70.800003,3,51.444519,7.1047401,8.0063419,1,0,0,0,0
1027646,465,78,3,50.962959,6.4670801000000004,0.75138265,1,0,0,0,0
1027654,1172.64,111.68,3,52.515099,13.63667,2.1482739,1,0,0,1,1
1027656,620,66.07,4,52.407829,9.7995796,0.33753186,0,1,0,0,0
1027657,462,71.110001,3,51.487801,7.2892399,7.3525348,1,0,1,0,0
1027660,1000,30,1,48.121601,11.57706,4.3222022,1,1,0,0,1
1027661,361.95999,43.09,2,53.88747,10.66576,5.3140688,0,0,1,0,0
1027664,1200,93,3,48.42477,10.87672,4.8245683,1,0,0,0,1
1027665,271,56.27,2,51.518131,11.91169,0.23890619,1,0,1,0,0
1027666,331,49.279999,2,51.45306,11.95771,0.3344031,1,0,1,0,0
1027667,460,68.599998,3,51.45108,11.96334,4.9992785,1,0,1,0,0
1027669,900,100,2,50.76936,6.1121898,0.89852649,1,0,0,0,1
1027673,1580,66,2,48.14529,11.51957,3.4825971,1,1,1,0,1
1027674,220,45,2,51.183281,10.17512,0.77679086,0,0,0,1,0
1027678,380,33,1.5,49.943489,11.58302,6.2911701,0,1,0,0,1
1027679,1150,117,4,50.309769,8.5058603,3.7648051,1,0,1,0,1
1027680,945,97,3,50.97253,7.07128,2.5360203,1,1,1,0,1
1027682,700,70,2,51.266941,6.63728,6.3410568,1,1,0,0,1
1027683,480,75,3,48.246471,8.6561003,2.9688683,1,1,0,0,1
1027684,300,30.700001,1,50.931431,11.60179,1.8323251,1,0,1,0,1
1027686,750,84,4,51.245079,6.7849998,1.1762426,0,0,0,0,0
1027689,1300,87.860001,4,52.53664,13.39778,0.71481627,1,1,1,1,1
1027690,420,55,2,50.8703,7.2458601,8.8252316,0,0,0,1,1
1027692,1050,78,2.5,50.010609,8.2503099,7.2818646,1,0,1,0,1
1027693,1350,136,4,48.380451,10.91382,4.4021778,1,0,1,1,0
1027696,790,88,3,54.342171,10.01704,5.3931394,1,1,0,1,1
1027699,475,52,2,54.342171,10.01704,6.6394372,0,1,0,1,1
1027701,750,91.400002,3,52.302261,9.4605303,5.3137207,1,0,1,0,1
1027702,575,75,3,49.904949,10.19378,5.7226977,1,1,0,0,0
1027703,240,30,1,54.342171,10.01704,7.7409358,0,1,0,1,1
1027704,670,90,3,52.128738,11.66464,6.8849859,1,0,0,0,1
1027705,590,70,2,50.29491,9.1194601,4.1391759,1,1,1,1,1
1027706,400,75,2.5,51.782372,11.88373,7.1677175,1,0,0,1,0
1027707,320,56,2,51.443981,7.3350801,7.0144811,1,0,0,0,0
1027709,480,58.57,3,51.46154,6.8914099,2.0706935,1,0,1,0,0
1027710,370,50.040001,3,51.447819,6.8931899,2.3532696,0,0,1,1,0
1027711,399,76,3,51.370701,12.73484,3.1183522,0,0,0,1,0
1027712,479,59.5,3,51.461571,6.8923001,9.5665865,1,0,1,0,0
1027713,460,55.18,3,51.444851,6.8972902,3.664115,1,0,1,0,0
1027715,438,67.5,3,51.431519,6.79917,2.5204411,0,0,0,0,1
1027721,420,60,3,51.346882,7.6557102,0.39631909,1,0,0,0,1
1027727,840,69,2,48.717709,9.2064199,0.78679723,1,1,1,0,1
1027730,697,82,2,51.47184,11.97398,2.6569829,1,0,1,1,1
1027733,305,60.110001,2,50.818039,12.93664,0.58392882,1,0,0,1,0
1027734,750,64,2,53.651791,10.26122,7.9553752,1,1,0,0,1
1027735,595,86,3,50.885231,6.1698699,3.6264794,1,0,0,0,0
1027736,320,44,2.5,51.505211,7.3117099,4.363934,1,0,1,0,1
1027738,790,91,3,52.31498,9.9766197,1.7152735,1,0,1,1,1
1027739,270,25,2,49.41708,9.0067797,2.2701974,0,1,0,1,1
1027741,480,37,1,48.690868,9.1674098999999991,0.073995218,0,1,1,0,1
1027744,450,62,2,51.322708,6.6105599,1.5442398,1,0,0,0,0
1027745,495,36,1,50.9217,6.93115,0.94177485,0,1,0,0,1
1027746,1200,95,3,49.490002,8.4760599,2.8578868,1,1,1,0,1
1027749,695,77,3,53.74585,9.65312,5.7225909,1,1,0,0,1
1027750,875,76.080002,3,51.970901,7.6342001,4.4048491,1,0,1,0,1
1027751,1350,68,2,50.099831,8.6627998,4.4126058,1,1,1,0,0
1027754,716,98,3.5,52.15387,8.0341196,0.521501,1,1,0,0,1
1027756,420,33,1,52.25737,8.0413599,2.6232479,1,1,1,1,1
1027758,390,33,1,48.893902,8.7098103,2.8377447,0,1,0,0,1
1027759,1750,135,5,49.413502,8.7133198,4.7250051,0,1,0,0,1
1027760,275,43,2,51.43214,6.7319798,2.5197847,0,0,0,0,0
1027763,450,49,2,49.352139,8.6822395,7.7726698,1,1,1,0,1
1027764,580,84,3,51.384029,9.5393696,4.1812558,1,1,1,1,0
1027766,755,82,4,49.99081,8.1128998,3.8211689,1,0,1,0,1
1027767,1560,84.940002,3,48.179111,11.50263,5.1648841,1,0,1,0,0
1027770,850,90,3,49.811192,9.9821501,7.7057934,1,1,1,0,1
1027771,720,53.799999,2,50.153782,8.7544298,1.893829,1,1,0,0,1
1027772,290,40,2.5,51.370819,7.4945202,7.105443,1,1,1,0,1
1027773,870,93,2,50.933849,11.58984,2.3278389,1,1,1,0,1
1027774,700,76.5,3,52.413509,13.31423,6.865654,1,0,1,0,1
1027775,280,80,3,52.7897,14.03381,2.624577,1,0,0,1,0
1027777,840.59998,91.370003,3,53.14011,8.22227,2.6843662,0,1,0,0,0
1027779,812.44,86.43,3,53.139961,8.2226105,4.5491524,0,0,0,0,0
1027781,723.23999,76.129997,3,53.139801,8.2225103,2.5532739,0,0,0,0,0
1027782,345,46,2,53.0359,8.6462202,5.1514716,0,0,0,0,0
1027783,673,84.639999,3,54.28537,10.15463,0.021151882,0,0,1,0,0
1027786,900,84.550003,3,51.073551,13.78927,9.5055494,1,0,1,0,0
1027788,860,84.550003,3,51.073551,13.78927,0.0030251534,1,0,1,0,0
1027793,399,58.009998,2,51.35239,12.41329,8.8142843,1,0,0,0,0
1027794,549,82.25,3,51.353069,12.41445,4.3097749,1,0,0,0,0
1027795,499.10001,39.959999,2,52.4627,13.41869,0.69487923,0,0,1,0,0
1027796,372.56,48.700001,2,51.282539,7.2302399,2.2370231,0,0,0,0,0
1027797,384.12,53.349998,3,51.276852,7.1960101,4.7562017,0,0,0,1,0
1027798,231.41,32.139999,1,53.03812,8.6371403,2.033164,1,0,0,0,0
1027800,528.03998,66.839996,2.5,52.363178,13.132,2.8929844,1,0,0,0,0
1027801,504,63,2,52.114101,11.60594,4.3413043,1,0,0,0,0
1027802,306.89999,33,1,51.251942,7.1296701,0.17675421,0,0,0,0,0
1027804,411.63,67.480003,3,51.56712,7.3352499,4.2549176,1,0,0,0,0
1027807,276.67001,67.480003,3,51.567822,7.3368502,6.1922445,1,0,0,0,0
1027809,533,52.939999,3,51.495789,7.51794,1.6455138,0,0,0,0,0
1027811,419,56.66,2,51.497971,7.01087,1.661786,1,0,0,0,0
1027812,594,68.830002,3,51.954029,8.5827904,3.0742447,1,0,0,0,0
1027814,549,78.25,3.5,51.544289,7.3740802,4.8912334,1,0,0,0,0
1027815,333,45.009998,1,51.565731,7.3719702,1.7091563,1,0,0,0,0
1027816,529.21002,62.259998,2,51.424419,6.8635898,0.10199794,1,0,1,0,0
1027818,492.79001,78.220001,3,51.231331,7.6198602,8.6363506,1,0,0,0,0
1027819,774.98999,86.110001,3.5,51.02182,6.9011502,0.75807571,1,0,0,0,0
1027820,429,74.110001,3,51.384571,7.7290001,4.623385,1,0,0,0,0
1027823,468.23999,85.709999,3,52.346142,9.6933699,3.2306805,1,0,1,0,0
1027825,661.84003,64.57,2,51.263161,6.8094101,2.0515146,1,0,0,0,0
1027828,556.79999,65.120003,3,51.93877,8.5796404,0.33994326,1,0,0,0,0
1027833,339,39.560001,1,51.388721,7.69665,3.587589,0,0,0,0,0
1027836,319,38.330002,1,51.379349,7.7241201,1.2127053,1,0,0,0,0
1027837,389,48.880001,2,51.379269,7.7245202,9.8612337,1,0,0,0,0
1027839,311.51999,66.449997,2,51.049541,6.8495598,4.02636,1,0,0,0,0
1027840,449,70.519997,3,51.385639,7.6633,8.7115383,1,0,0,0,0
1027841,332.64999,48.209999,2,51.349819,7.0173302,0.69850844,0,0,0,0,0
1027843,455.98999,62.619999,3,52.296661,7.9952402,0.36037326,0,0,1,0,0
1027844,512.79999,64.099998,3,52.283569,8.0781698,0.57195985,1,0,1,0,0
1027845,407.82999,58.68,2,52.30146,8.0018902,3.7893646,1,0,1,0,0
1027847,460.44,58.880001,3,52.260571,8.0436201,4.812324,0,0,1,0,0
1027848,514.67999,60.549999,3,49.979401,7.9274702,0.31794277,0,0,0,0,0
1027852,539.15997,62.619999,3,51.53577,9.9016705,6.4722152,1,0,1,0,0
1027854,425,65.349998,2,51.484821,6.7779102,0.27219498,0,0,0,0,0
1027861,338.92999,45.07,2,52.27597,8.0810804,1.1813887,0,0,0,0,0
1027863,476.23999,80.309998,3,51.0084,13.80113,0.13071012,1,0,1,0,0
1027864,550.12,80.309998,3,51.0084,13.80113,7.5499525,1,0,1,0,0
1027865,359.04999,50.57,2,51.0084,13.80113,2.6320145,1,0,1,0,0
1027866,224.89999,26.09,1,51.007809,13.80043,3.3929787,1,0,1,0,0
1027868,420,64.269997,3,51.011318,13.79728,5.1538515,1,0,1,0,0
1027872,382.5,48,2,51.006039,13.79826,0.35371625,0,0,1,0,0
1027873,794,65,2,52.463879,13.4847,5.1574225,0,1,1,0,1
1027874,368,50.700001,2,51.006359,13.79769,7.8185539,0,0,1,0,0
1027875,622.34998,65.510002,3,52.398918,9.6726799,3.5918834,1,0,1,0,0
1027876,268.29999,26.83,1,51.022919,13.74178,1.5211854,0,0,1,0,0
1027878,633.10999,63.950001,2,54.081718,12.14427,6.2822194,1,0,0,0,0
1027879,456.03,50.669998,2,54.071091,12.13503,3.1610987,0,0,0,0,0
1027883,260.60001,26.059999,1,51.022911,13.74326,1.3532104,1,0,1,0,0
1027884,469.20001,78.199997,3,51.022911,13.74326,3.3636909,1,0,1,0,0
1027885,339.20001,42.400002,2,51.022911,13.74326,3.3694079,1,0,1,0,0
1027889,450,80.300003,3,51.007038,13.7963,2.2063055,1,0,1,0,0
1027892,255,26.889999,1,51.004459,13.79735,5.9641395,0,0,1,0,0
1027893,250,26.43,1,51.004459,13.79735,4.6973057,1,0,1,0,0
1027894,373,47.43,2,51.013321,13.79504,3.8935463,0,0,1,0,0
1027895,373,47.43,2,51.01339,13.7947,6.7092185,0,0,1,0,0
1027897,483,77.459999,4,51.01112,13.7945,8.0502472,1,1,1,0,0
1027898,487,77.459999,4,51.010891,13.79483,7.0241446,1,0,1,0,0
1027902,318,42.880001,2,51.007252,13.79426,5.0689602,1,0,1,0,0
1027903,238,26.43,1,51.007381,13.79514,6.0567446,1,0,1,0,0
1027904,240,26.43,1,51.007381,13.79514,4.7762003,1,0,1,0,0
1027909,405.32999,61.599998,2,51.022919,13.74476,1.9864293,1,0,1,0,0
1027910,314.88,26.24,1,51.022919,13.74476,8.2973537,1,0,1,0,0
1027912,367.20001,43.200001,2,51.022919,13.74476,3.5325527,1,0,1,0,0
1027915,360,48,2,51.033199,13.73218,2.4628954,0,0,1,0,0
1027916,360,48,2,51.033649,13.73239,4.4201326,0,0,1,0,0
1027917,336,48,2,51.033878,13.73251,1.1505446,0,0,1,0,0
1027918,360,48,2,51.03458,13.73226,2.7576118,0,0,1,0,0
1027919,497.85999,80.300003,3,51.03458,13.73226,1.0579202,1,0,1,0,0
1027921,591,72.230003,2,51.042839,13.7769,4.2370782,0,1,1,0,0
1027922,314,42.880001,2,51.007671,13.79267,4.3916526,1,0,1,0,0
1027923,225,26.889999,1,51.007671,13.79267,5.9256406,0,0,1,0,0
1027925,255,26.889999,1,51.007671,13.79267,0.89405334,0,0,1,0,0
1027927,225,26.559999,1,51.015862,13.77873,1.2378078,0,0,1,0,0
1027931,370,45.84,2,51.01646,13.7794,3.25208,1,0,1,0,0
1027932,345,65.919998,3,51.018379,13.78135,7.4986415,1,0,1,0,0
1027933,449,65.919998,3,51.018051,13.78095,0.14945412,1,1,1,0,0
1027934,497.85999,80.300003,3,51.035019,13.73256,4.4316187,1,0,1,0,0
1027936,562.09998,80.300003,3,51.035252,13.73281,0.95451063,1,0,1,0,0
1027938,331.20001,48,2,51.03548,13.7328,2.0924251,0,0,0,0,0
1027939,962.25,128.3,5,51.035839,13.7331,1.0533446,1,0,1,0,0
1027940,1026.4,128.3,5,51.036041,13.73322,1.6744301,1,0,1,0,0
1027941,602.25,80.300003,3,51.036259,13.73331,3.4206297,1,0,1,0,0
1027942,602.25,80.300003,3,51.036461,13.7334,0.58041918,1,0,1,0,0
1027943,602.25,80.300003,3,51.036461,13.7334,6.5838099,1,0,1,0,0
1027944,577.14001,79.059998,3,51.037102,13.73342,2.5012105,1,0,1,0,0
1027945,440,77.459999,4,51.016899,13.77987,7.7553082,1,0,1,0,0
1027946,310,44.869999,1,51.018318,13.78029,1.5566648,1,0,1,0,0
1027947,351.5,61.720001,3,51.017551,13.77937,4.7782865,1,0,1,0,0
1027950,225,26.83,1,51.016842,13.77785,2.6392248,0,0,1,0,0
1027951,420,64.269997,3,51.016609,13.77615,6.6100807,1,0,1,0,0
1027952,520,95,3.5,50.832088,10.95625,2.2163432,0,0,1,0,0
1027953,319,36.32,1,51.01606,13.77783,1.226282,1,0,1,0,0
1027954,299,61.720001,3,51.017342,13.77727,6.8273926,1,0,1,0,0
1027955,358,61.720001,3,51.0173,13.77683,5.6104898,1,0,1,0,0
1027956,349,47.43,2,51.0173,13.77683,2.4436753,0,0,1,0,0
1027957,252,26.559999,1,51.012402,13.77525,3.8223064,0,0,1,0,0
1027959,356.76001,39.639999,2,51.040409,13.72536,6.5755858,1,0,1,0,0
1027961,326.88,36.32,1,51.03104,13.81101,7.2032442,1,0,1,0,0
1027962,422.25,64.269997,3,51.03112,13.81173,1.4284589,1,0,1,0,0
1027963,450,46,2,53.147339,8.2113705,0.38372427,0,1,0,0,1
1027964,436,56.959999,3,51.035061,13.80893,7.9469438,1,0,1,0,0
1027966,399,80.300003,3,51.005829,13.80065,4.397007,1,0,1,0,0
1027968,395,63.200001,3,51.055809000000004,13.71638,2.5650694,1,0,1,0,0
1027971,419,64.690002,2,51.01186,13.77839,4.5917034,1,0,1,0,0
1027975,409,64.269997,3,51.012348,13.77352,9.419733,1,0,1,0,0
1027977,472.20999,69.339996,2,51.010422,13.78581,6.0058217,1,0,1,0,0
1027978,340.20001,48.599998,2,51.012772,13.81864,2.7289519,1,0,1,0,0
1027980,371.09,48.700001,2,51.011162,13.8159,2.5148654,1,0,1,0,0
1027981,398.29999,56.900002,3,51.011429,13.81766,0.22672613,1,0,1,0,0
1027982,430.76999,59.009998,3,51.011829,13.81546,3.0738347,1,0,1,0,0
1027983,410,65.699997,2,51.009529,13.82298,4.7423468,1,0,1,0,0
1027987,412,66.449997,3,51.054379,13.71899,8.4330406,1,0,1,0,0
1027988,348.88,64.269997,3,51.05077,13.65677,0.37897643,1,0,1,0,0
1027990,347.5,64.269997,4,51.049999,13.65781,1.9799405,1,0,1,0,0
1027992,457.01001,77.459999,4,51.05019,13.65645,0.74885654,1,0,1,0,0
1027994,350,64.269997,3,51.050011,13.65678,4.8584685,1,0,1,0,0
1027996,417,64.269997,3,51.04948,13.65709,0.77248532,1,0,1,0,0
1027997,252.32001,26.559999,1,51.04948,13.65709,7.0622306,0,0,1,0,0
1027998,410.5,64.269997,3,51.051022,13.65715,2.4155979,1,0,1,0,0
1027999,490,64.949997,4,51.012981,13.82038,3.8690081,1,0,1,0,0
1028000,399,57,3,51.013439,13.8191,0.92304569,1,0,1,0,0
1028001,502,77.389999,3,51.013371,13.81766,0.99987555,1,0,1,0,0
1028002,400,53.599998,2,51.04488,13.77643,2.4025011,0,0,1,0,0
1028003,520,68.089996,3,51.042912,13.77817,4.9187193,0,0,1,0,0
1028004,510.20001,65.410004,3,51.03907,13.78918,3.2800279,0,0,0,0,0
1028007,398.87,56.900002,3,51.012482,13.81511,7.9576335,1,0,1,0,0
1028008,353,48.599998,2,51.0341,13.80462,2.9972365,1,0,1,0,0
1028009,364.5,48.599998,2,51.033009,13.80424,4.3614216,1,0,1,0,0
1028010,446,56.959999,3,51.033508,13.8045,3.7689967,1,0,1,0,0
1028011,427.20001,56.959999,3,51.033508,13.8045,2.304306,1,0,1,0,0
1028014,340,48.599998,2,51.035042,13.8069,6.7796941,1,0,1,0,0
1028015,485.60001,60.700001,2,51.025299,13.82773,1.4395264,1,0,1,0,0
1028016,502.39999,62.799999,3,51.025558,13.83004,7.5281806,1,0,1,0,0
1028017,520.34003,66.709999,3,51.037868,13.78711,9.5605879,0,0,1,0,0
1028019,404,53.599998,2,51.0448,13.77587,1.5671383,1,0,1,0,0
1028020,390,47.490002,2,51.03455,13.7848,4.5779791,0,0,1,0,0
1028021,333.54001,39.240002,2,51.024441,13.80033,2.330085,0,0,1,0,0
1028022,375,53.740002,2,51.038052,13.77711,1.4875479,1,0,1,0,0
1028024,750,55,2,50.948158,6.9210601,3.5147557,0,0,0,0,1
1028025,365,63.029999,3,51.063709,13.75522,1.5440836,0,0,1,0,0
1028026,350,63.029999,3,51.06356,13.75512,2.1810565,0,0,1,0,0
1028027,360,46.389999,2,51.063461,13.75507,3.3257432,0,0,1,0,0
1028030,486,77.459999,4,51.050491,13.6583,4.005621,1,0,1,0,0
1028031,402.97,64.269997,3,51.050491,13.6583,2.3768253,1,0,1,0,0
1028032,403.62,64.269997,3,51.050491,13.6583,2.6744571,1,0,1,0,0
1028033,410.5,64.269997,3,51.050121,13.65846,6.2002826,1,0,1,0,0
1028035,455,77.459999,4,51.051319,13.65808,4.2500648,1,0,1,0,0
1028038,410.5,64.269997,3,51.05109,13.65856,1.847754,1,0,1,0,0
1028039,360,64.269997,3,51.05056,13.66019,3.9737561,1,0,1,0,0
1028043,399.95001,49.560001,2,51.0658,13.75652,4.8526974,0,0,1,0,0
1028044,425.10001,54.5,2,51.04887,13.74774,8.9520969,0,0,1,0,0
1028046,520,69.68,3,51.0481,13.74986,1.0815061,0,0,1,0,0
1028047,415,57.700001,2,51.047878,13.75172,2.915729,0,0,1,0,0
1028048,437,55.200001,2,51.047729,13.75168,5.0530367,0,0,1,0,0
1028049,576,76.849998,3,51.046051,13.75302,4.6854153,1,0,1,0,0
1028050,416,55.439999,2,51.046791,13.75088,2.4611557,1,0,1,0,0
1028052,369,50.240002,2,51.064541,13.74728,3.651119,1,0,1,0,0
1028053,360,62.75,3,51.06432,13.74728,5.4474816,0,0,1,0,0
1028055,470,69,2,51.05463,13.71807,4.8190198,0,0,0,0,0
1028056,390,54.450001,2,51.04063,13.69962,0.81221354,0,0,1,0,0
1028061,444,60.34,3,51.06081,13.74643,3.7474334,1,0,1,0,0
1028062,734,81.5,3,51.06126,13.74493,2.319304,1,0,1,0,0
1028063,1002,125.3,3,51.060009,13.74244,1.3607062,0,0,1,0,0
1028064,310,30.379999,1,51.046848,13.75349,0.72505033,0,0,1,0,0
1028066,413,50.950001,2,51.048599,13.73148,0.98066252,1,0,1,0,0
1028067,410,50.599998,2,51.045212,13.72625,6.4670839,1,0,1,0,0
1028068,412,50.849998,2,51.045898,13.7259,1.1748956,1,0,1,0,0
1028069,402,50.169998,2,51.045391,13.72451,4.6876597,1,0,1,0,0
1028070,525,61.860001,3,51.04734,13.7319,2.5877745,1,0,1,0,0
1028071,410,50.599998,2,51.049122,13.73013,4.0321093,1,0,1,0,0
1028072,399,64.269997,3,51.042469,13.67292,7.3676505,1,0,1,0,0
1028075,259,26.559999,1,51.043419,13.66118,2.5379314,0,0,1,0,0
1028076,378,43.5,2,51.044189,13.68123,0.77122486,1,0,1,0,0
1028078,229,26.559999,1,51.04258,13.67525,0.56166792,0,0,1,0,0
1028084,387.5,43.5,2,51.043911,13.67782,1.5406246,1,0,1,0,0
1028086,220,26.209999,1,51.04353,13.67763,8.2975521,1,0,1,0,0
1028089,570,81.07,3,51.052441,13.76796,0.041184198,1,0,1,0,0
1028090,550,78.190002,3,51.051628,13.76636,3.0507214,1,0,1,0,0
1028092,321.62,44.669998,2,51.234341,7.0857,3.9739203,1,0,0,0,0
1028094,312.26001,48.040001,1.5,52.13903,11.58822,5.3024945,1,0,1,0,0
1028097,463.29999,60.959999,3,51.019131,11.0185,5.210084,1,0,1,0,0
1028099,268.13,50.59,2,52.123859,11.59217,6.5578475,1,0,1,0,0
